,Country,Year,Carbon Emissions,Education Expenditure,Foreign Direct Investment (FDI) Inflows,GDP,Health Expenditure,Inflation Rate,Internet Penetration,Life Expectancy,Renewable Energy Production,Unemployment Rate
384,LUX,2010,11034.9,5.28915452957153,39128528763.1863,56213985987.4168,6.66263008,2.27367911621542,90.62,80.6317073170732,3.68,4.36
385,LUX,2011,10903.8,5.1235294342041,8843156716.781,61696281326.2453,5.95225334,3.4106834106834,90.02985856,80.9878048780488,3.76,4.9
386,LUX,2012,10692.2,3.87815999984741,2824125587.5029,59776383527.3602,5.29404306,2.66284165508017,91.94992374,81.3926829268293,4.15,5.14
387,LUX,2013,10153.0,3.90583801269531,23299023839.5644,65203276466.9763,5.23557377,1.73403963519166,93.7765,81.8,5.72,5.85
388,LUX,2014,9648.0,3.85569000244141,20060313791.1336,68804811897.6445,5.23040915,0.628543985440705,94.67,82.2292682926829,6.85,5.85
389,LUX,2015,9134.2,3.76792001724243,45432153555.9747,60071584216.1375,5.08113575,0.4747431614378,96.37671417,82.2926829268293,9.09,6.67
390,LUX,2016,8853.4,3.48559498786926,17580970091.4303,62216885435.9488,5.07103872,0.290833333333306,98.13669867,82.6853658536585,13.5,6.29
391,LUX,2017,8997.8,3.48645997047424,-27369776663.1647,65712180342.9836,5.13535357,1.73079959118897,97.36296032,82.0951219512195,15.33,5.52
392,LUX,2018,9318.1,3.64749002456665,-26044791277.9355,71000359760.4611,5.25880098,1.52819524307373,97.06129871,82.2951219512195,16.09,5.59
393,LUX,2019,9489.2,3.71982002258301,12801194703.5407,69825641851.0117,5.44119692,1.74332075653843,97.12063569,82.6390243902439,16.45,5.59
394,LUX,2020,9489.2,4.96999979019165,102268859379.605,73992591285.3029,5.76745605,0.819957302126994,98.82242384,82.1439024390244,16.45,6.77
395,LUX,2021,9489.2,4.96999979019165,-9053878560.936,85506243833.7816,5.35417652,2.52692009066169,98.66,82.7487804878049,16.45,5.25
396,LVA,2000,6929.57,5.27427005767822,324184857.470563,7958852838.93395,5.43338442,2.65425477796052,6.319062083,70.3146341463415,35.82,14.21
397,LVA,2001,7357.2,5.44695997238159,173500715.825042,8362398701.58943,5.77004433,2.48704003555455,7.219345808,70.7609756097561,35.35,13.82
398,LVA,2002,7352.2,5.60254001617432,160090702.160432,9557031605.27512,5.76281166,1.93887573855892,21.94,70.9609756097561,34.38,13.83
399,LVA,2003,7593.2,5.05714988708496,316652176.39383,11771975156.8073,5.4793458,2.94264752948481,26.98,71.2658536585366,34.34,12.06
400,LVA,2004,7616.5,4.83406019210815,591589970.743145,14435700533.368,6.20221329,6.19238547197433,38.58,72.0268292682927,36.11,11.71
401,LVA,2005,7715.0,4.759365081787105,809856372.419322,17003459863.0989,5.83247328,6.74845027893117,46.0,71.3560975609756,36.3,10.03
402,LVA,2006,8199.9,4.68466997146606,1705667383.81543,21570076498.6205,5.70438385,6.53619908765875,53.63,70.8658536585366,34.0,7.03
403,LVA,2007,8531.8,4.63328981399536,2713412662.12001,31054350977.9784,5.51350451,10.0929775849168,59.17,71.019512195122,33.08,6.05
404,LVA,2008,8105.9,5.36644983291626,1434273758.18366,35854274228.9139,5.58478308,15.4023191064986,63.41,72.419512195122,33.71,7.74
405,LVA,2009,7364.1,5.52265977859497,-150022148.439267,26410909090.9091,6.09759474,3.53410672858941,66.84,73.0804878048781,38.4,17.51
406,LVA,2010,8518.1,5.03881978988647,474983591.197692,23956163076.5575,6.097435,-1.08463595015159,68.42,73.4829268292683,33.07,19.48
407,LVA,2011,7897.3,5.07161998748779,1519518896.45562,27474380566.265,5.72401047,4.37073559939221,69.74995456,73.5756097560976,35.54,16.21
408,LVA,2012,7570.7,6.58270978927612,1080778947.54652,28169902669.3784,5.41047668,2.25778924374594,73.11994377,73.7780487804878,40.37,15.05
409,LVA,2013,7452.4,6.99697017669678,989283879.359479,30204783461.8488,5.40874767,-0.0294547782578977,75.2344,73.9829268292683,39.6,11.87
410,LVA,2014,7282.3,5.28122997283936,1045107101.1976,31386896487.0407,5.46339607,0.620490636732377,75.83,74.1243902439024,40.24,10.85
411,LVA,2015,7315.9,5.28251981735229,812843819.517909,27263090547.0617,5.65211773,0.174242243625214,79.20058292,74.4804878048781,38.1,9.87
412,LVA,2016,7145.3,4.65749979019165,335420977.516689,28083597512.4841,6.1332593,0.140633334505292,79.84209778,74.580487804878,38.48,9.64
413,LVA,2017,7116.7,4.36671018600464,1189988063.17618,30483806017.8318,5.96542788,2.93036312374664,80.114077,74.6292682926829,42.6,8.72
414,LVA,2018,7785.2,4.24356985092163,424290064.514648,34429023435.0211,6.18867874,2.53445424186602,83.57717486,74.7829268292683,40.97,7.41
415,LVA,2019,7569.2,4.42507982254028,1114592059.19912,34343961072.8235,6.62088203,2.81140920075622,86.13545644,75.3878048780488,41.52,6.31
416,LVA,2020,7569.2,5.96999979019165,938191969.147099,34601740323.3386,7.44663048,0.219064904842049,88.89796078,75.1853658536585,41.52,8.1
417,LVA,2021,7569.2,5.96999979019165,3721078149.7836,39853501579.8211,7.44663048,3.27582937431157,91.17964988,73.2829268292683,41.52,7.51
418,MEX,2000,379176.1,3.99243998527527,18382284821.0,707906744574.644,4.44912481,9.49156149435404,5.081384153,73.569,12.17,2.65
419,MEX,2001,378830.7,4.24104022979736,30060020323.0,756706300589.791,4.8203578,6.36773806235032,7.038023117,73.867,11.34,2.63
420,MEX,2002,386004.7,4.45495986938477,20160111120.0,772106378935.377,5.0716424,5.03072733151299,11.9,74.106,10.68,3.0
421,MEX,2003,404692.3,5.07257986068726,18157929031.0,729336319677.449,5.81486416,4.54690012118717,12.9,74.274,10.17,3.46
422,MEX,2004,414102.1,4.72670984268188,25141309948.0,782240601984.76,5.9539032,4.68840884843147,14.1,74.372,10.21,3.94
423,MEX,2005,432187.5,4.84568977355957,25161491620.0,877476221382.101,5.83612156,3.98805714597435,17.21,74.376,10.31,3.56
424,MEX,2006,448302.9,4.69992017745972,22124412067.0,975387131716.089,5.65525484,3.62946762439129,19.52,74.331,9.82,3.57
425,MEX,2007,457121.2,4.69050979614258,31019384024.0,1052696282278.87,5.76644516,3.96684905458234,20.81,74.238,9.46,3.63
426,MEX,2008,459548.3,4.82006978988647,29752318995.0,1109989063586.62,5.69886971,5.12498274575897,21.71,74.152,9.77,3.87
427,MEX,2009,448372.7,5.18794012069702,19651679609.0,900045350649.351,6.12978458,5.29735584228859,26.34,74.119,9.17,5.36
428,MEX,2010,462869.7,5.15922021865845,30524718258.0,1057801295584.05,5.73688889,4.15672722680176,31.05,74.19,9.36,5.3
429,MEX,2011,478403.7,5.10564994812012,23894614076.0,1180489601957.61,5.51883602,3.40737824605736,37.17629541,74.365,9.07,5.17
430,MEX,2012,486454.5,5.10309982299805,18204804086.0,1201089987015.45,5.66522121,4.11150981070293,39.75,74.574,8.97,4.89
431,MEX,2013,475737.7,4.69605016708374,50831992460.0,1274443084716.57,5.80923605,3.80639069747207,43.46,74.739,9.23,4.91
432,MEX,2014,462240.4,5.25747013092041,28441845366.0,1315351183524.54,5.55340958,4.01861608078673,44.39,74.797,9.76,4.81
433,MEX,2015,471632.9,5.22942018508911,36247163894.0,1171867608197.72,5.72277403,2.7206406496403,57.43104299,74.682,9.19,4.31
434,MEX,2016,473314.9,4.90681982040405,38890034474.0,1078490651625.31,5.55345869,2.82170784747653,59.540446,74.412,9.22,3.86
435,MEX,2017,471578.7,4.51821994781494,33107655685.0,1158913035796.37,5.45759058,6.04145724018992,53.03178861,74.138,9.99,3.42
436,MEX,2018,452567.1,4.2542200088501,37846775241.0,1222408203104.3,5.38345814,4.89935015356549,56.6595668,74.015,10.03,3.27
437,MEX,2019,449266.1,4.2542200088501,29898162512.0,1269011767478.56,5.44627905,3.6359614212705,69.63210927,74.202,10.34,3.48
438,MEX,2020,449266.1,4.2542200088501,31507076728.0,1090515389749.41,6.2421484,3.39683415569999,71.49017499,70.133,10.34,4.45
439,MEX,2021,449266.1,4.2542200088501,33349798109.0,1272839334119.3,6.2421484,5.68920847683764,75.62650476,70.213,10.34,4.09
440,NLD,2000,162096.7,4.58512020111084,63109732334.5288,417479337444.707,7.7069602,2.36052233801956,43.98435137,77.9878048780488,1.73,2.73
441,NLD,2001,167116.1,4.69964981079102,51998915897.6429,431586852369.686,8.05945873,4.15584127195611,49.37306211,78.190243902439,1.76,2.12
442,NLD,2002,167429.4,4.80590009689331,25485041348.333,473861980070.981,8.64913177,3.28753104712768,61.29,78.2926829268293,1.92,2.55
443,NLD,2003,170362.8,5.0404200553894,20456442247.9523,580070360701.96,9.05657101,2.09199838997658,64.35,78.4926829268293,1.91,3.59
444,NLD,2004,172116.5,5.06297016143799,139920688181.89,658380081545.175,9.1107645,1.26364739183177,68.52,79.0951219512195,2.22,4.65
445,NLD,2005,167926.0,5.10939979553223,209888825342.073,685348181515.953,9.09666824,1.68813017869622,81.0,79.3463414634146,2.74,5.87
446,NLD,2006,163702.7,5.04402017593384,375506013118.293,733955269898.823,9.08055115,1.10150106517704,83.7,79.6975609756098,3.12,5.0
447,NLD,2007,164550.6,4.88682985305786,733826501994.516,848558887541.179,9.05292606,1.61385859802103,85.82,80.0975609756098,3.68,4.15
448,NLD,2008,165221.9,5.02904987335205,195530109750.281,951869997864.062,9.27660465,2.48650198289454,87.42,80.2512195121951,3.94,3.65
449,NLD,2009,160488.3,5.43156003952026,95851297436.2645,871518638049.218,9.9929266,1.18977687021549,89.63,80.5487804878049,4.38,4.35
450,NLD,2010,171110.5,5.48908996582031,115753273228.717,847380859016.668,10.15508747,1.27530569556686,90.72,80.7024390243902,3.85,4.99
451,NLD,2011,158768.0,5.46303987503052,332071022439.731,905270626332.687,10.23357868,2.3410701775137,91.41999576,81.2048780487805,4.69,4.98
452,NLD,2012,157473.4,5.4102201461792,239668927458.956,838923319919.531,10.53898716,2.45554765291609,92.85999236,81.1048780487805,4.9,5.82
453,NLD,2013,157090.2,5.52655982971191,328677379048.208,877172824534.512,10.58363628,2.50689852657884,93.9564,81.3048780487805,4.94,7.24
454,NLD,2014,149793.4,5.458899974823,117627297064.437,892167986713.722,10.56703758,0.976035079699661,91.666666,81.7073170731707,5.53,7.42
455,NLD,2015,157410.6,5.34815979003906,332926404423.871,765572770634.375,10.32393837,0.600248147278775,91.72413793,81.509756097561,5.72,6.87
456,NLD,2016,158535.4,5.47959995269775,241091415379.487,784060430240.08,10.2942524,0.316666666666663,90.4109589,81.5609756097561,5.59,6.01
457,NLD,2017,155757.8,5.17509984970093,227392560367.595,833869641687.06,10.1082983,1.3814587140721,93.19727891,81.7609756097561,6.36,4.84
458,NLD,2018,151363.1,5.35764980316162,-330338474188.053,914043438179.607,10.01993561,1.70349794744475,91.89189189,81.8121951219512,7.39,3.83
459,NLD,2019,146341.0,5.15986013412476,-14191873238.3687,910194347568.626,10.14039612,2.63369910249593,93.2885906,82.1121951219512,8.54,3.38
460,NLD,2020,146341.0,5.30000019073486,-218712376706.774,909793466661.481,11.1359272,1.2724603778917,91.33333333,81.3585365853659,8.54,3.82
461,NLD,2021,146341.0,5.30000019073486,-141741529237.018,1012846760976.73,11.21132469,2.67572008805381,92.05298013,81.4609756097561,8.54,4.21
462,NOR,2000,34293.6,6.46726989746094,8332062185.99552,171247131268.604,7.71215487,3.08550609131277,52.0,78.6341463414634,60.18,3.46
463,NOR,2001,34717.8,6.83062982559204,3190216069.0008,173972218824.027,8.02202415,3.00419703998231,64.0,78.7853658536585,59.59,3.74
464,NOR,2002,34366.3,7.43729019165039,3011752930.34115,195524186477.617,9.00061893,1.28672528415185,72.84,78.9878048780488,59.47,4.02
465,NOR,2003,37169.9,7.41635990142822,4179380423.17369,228858506821.841,9.21471977,2.48782553461785,78.13,79.390243902439,56.23,4.22
466,NOR,2004,37340.3,7.2982702255249,4918494986.32396,264511630666.983,8.82115746,0.454498502220854,77.69,79.8414634146342,56.85,4.26
467,NOR,2005,36351.3,6.86506986618042,10058759829.6279,308884284051.222,8.32839584,1.53213367609252,81.99,80.0414634146342,58.56,4.38
468,NOR,2006,37195.5,6.3827600479126,11877923790.1756,345581369965.54,7.91272163,2.32934980757545,82.55,80.3439024390244,57.02,3.4
469,NOR,2007,37746.8,6.53439998626709,24806091102.6883,400937100158.657,8.05085373,0.712589073634205,86.93,80.3951219512195,57.36,2.49
470,NOR,2008,36871.5,6.2852201461792,20578219685.1148,462250000000.0,7.96075296,3.75393081761006,90.57,80.5926829268293,58.45,2.55
471,NOR,2009,37425.5,7.10337018966675,8635762892.0964,386190385318.767,9.07431412,2.19738586853571,92.08,80.7951219512195,56.72,3.1
472,NOR,2010,41413.7,6.74633979797363,21634265662.593,428757038466.841,8.90553188,2.41890639481001,93.39,80.9975609756098,56.37,3.52
473,NOR,2011,39601.6,6.4545202255249,10296323075.6966,498283438454.281,8.78868103,1.28495158809159,93.48998265,81.2951219512195,56.71,3.21
474,NOR,2012,38490.0,7.37470006942749,27897968327.9334,509506317146.541,8.77787971,0.696864111498241,94.64997805,81.4512195121951,58.0,3.12
475,NOR,2013,39503.6,7.48535013198853,-1368607170.8397,522761531914.894,8.92953396,2.12048620353119,95.0534,81.7512195121951,57.42,3.42
476,NOR,2014,39113.4,7.69504022598267,3242240088.15462,498410050251.256,9.34493446,2.0417028670721,96.3,82.1,56.9,3.48
477,NOR,2015,39495.0,7.5693302154541,7274086872.47209,385801550067.169,10.13146877,2.17113665389528,96.81032569,82.3048780487805,58.12,4.3
478,NOR,2016,38764.5,8.03055000305176,-18668572814.4237,368827142857.143,10.59129524,3.55000000000002,97.29820367,82.4073170731707,59.39,4.68
479,NOR,2017,37716.6,7.91198015213013,5900604723.78859,398393955268.99,10.31589031,1.87510059552548,96.3576013,82.609756097561,61.09,4.16
480,NOR,2018,37593.4,7.64411020278931,-5664319361.82196,436999692591.454,10.02394581,2.76483134528794,96.49165799,82.7585365853659,60.75,3.8
481,NOR,2019,35946.4,7.93838977813721,16329824317.677,404941363636.364,10.5360651,2.16773003305405,98.00000439,82.9585365853659,62.37,3.69
482,NOR,2020,35946.4,5.90000009536743,-4102660408.42478,362198318435.26,11.41755009,1.28658490707998,97.00000121,83.209756097561,62.37,4.42
483,NOR,2021,35946.4,5.90000009536743,14179043237.68,482174854481.956,10.08628464,3.48388055266678,99.0,83.1634146341463,62.37,4.37
484,NZL,2000,29455.0,6.56049013137817,-1507812033.25805,52623281956.7031,7.4700222,2.61523446246318,47.37955654,78.6365853658537,29.13,6.13
485,NZL,2001,31618.8,6.56049013137817,259321576.796312,53872425916.6248,7.5789361,2.62581630392901,53.24101529,78.6926829268293,27.13,5.43
486,NZL,2002,31543.1,6.40699005126953,2848556986.63852,66627729311.4495,7.90045929,2.6770925771161,59.08075328,78.8463414634146,28.98,5.28
487,NZL,2003,33397.6,6.43753004074097,-3363941288.043,88250885550.2626,7.72169256,1.75357444759553,60.96253987,79.1463414634146,28.35,4.75
488,NZL,2004,32836.1,6.51203012466431,2319819298.42871,103905210084.034,7.90090561,2.2902490284757,61.84762781,79.5487804878049,30.76,4.01
489,NZL,2005,34232.2,6.27896022796631,1906665963.75812,114720129550.095,8.27334881,3.03702332617015,62.72021237,79.8512195121951,29.46,3.81
490,NZL,2006,34265.9,5.95276021957397,2912645686.56863,111538810712.665,8.63841629,3.36540196171992,69.0,80.0487804878049,29.59,3.86
491,NZL,2007,33270.5,5.91965007781982,4335506075.9374,137188946865.584,8.32904434,2.37614310290657,69.76,80.1512195121951,29.35,3.66
492,NZL,2008,34165.4,5.51144981384277,2591966537.02927,133131369930.414,9.12382889,3.9589493731206,72.03,80.3512195121951,28.39,4.17
493,NZL,2009,31169.7,6.28816986083984,-52385533.2387357,121373602348.679,9.62076378,2.1156511055456,79.7,80.7024390243902,30.56,6.12
494,NZL,2010,31049.3,7.00039005279541,286306902.9756,146517541181.254,9.59277534,2.30202385958576,80.46,80.9048780487805,31.68,6.56
495,NZL,2011,30290.7,6.93969011306763,1378410924.39879,168291357111.739,9.51987362,4.02790667392038,81.23,81.1560975609756,32.65,6.49
496,NZL,2012,32107.4,7.15993022918701,3846884018.51781,176206659722.524,9.65163612,1.05991318445635,81.64447018,81.4073170731707,31.02,6.93
497,NZL,2013,31885.5,6.70155000686646,-69519935.4200308,190906575136.003,9.36019325,1.13442266445812,82.78,81.4048780487805,30.36,5.84
498,NZL,2014,31970.7,6.34243011474609,3251563602.3094,201313497220.917,9.40168381,1.22750750597405,84.0,81.4568292682927,31.09,5.43
499,NZL,2015,32281.2,6.32505989074707,-73372796.4211781,178064471137.921,9.28344345,0.292704628136101,85.2,81.6124390243903,31.24,5.41
500,NZL,2016,31185.7,6.411789894104,2008111275.18134,188838342527.975,9.24379444,0.646240284454502,86.5,81.6585365853659,31.83,5.15
501,NZL,2017,32927.4,6.25973987579346,2390035935.47737,206623758800.159,8.96694851,1.85078767452532,87.7,81.8585365853659,30.22,4.74
502,NZL,2018,32355.4,6.04850006103516,2516488849.6393,211953111035.513,9.0351162,1.59829703801698,89.0,81.7073170731707,30.73,4.33
503,NZL,2019,34008.7,5.16372013092041,2915754514.32092,213434571357.984,9.48335075,1.61963190184049,89.86372003,82.0560975609756,29.65,4.11
504,NZL,2020,34008.7,5.98000001907349,4135119591.14727,211734532308.013,10.02858734,1.71456170007244,92.8650738,82.2560975609756,29.65,4.6
505,NZL,2021,34008.7,5.98000001907349,4539913924.62292,249885687029.634,10.02858734,3.94112060778728,95.91020269,82.2073170731707,29.65,3.78
506,POL,2000,295774.4,4.9839301109314,9335000000.0,172219461126.067,5.28789568,9.90017538843062,7.285428708,73.7487804878049,6.93,16.31
507,POL,2001,293627.4,5.31902980804443,5677000000.0,190905493539.168,5.66721439,5.40833545566151,9.900669707,74.2,7.29,18.37
508,POL,2002,287320.3,5.38735008239746,4091000000.0,199072058823.529,6.06724358,1.90528215048054,21.15,74.4975609756098,7.49,19.89
509,POL,2003,297730.8,5.32449007034302,5371000000.0,217827260805.842,5.95371294,0.682701375787657,24.87,74.5975609756098,7.29,19.37
510,POL,2004,301854.0,5.35557985305786,13868000000.0,255110181539.808,5.86845207,3.38264681884694,32.53,74.8463414634146,7.31,19.07
511,POL,2005,301353.0,5.42574977874756,11041000000.0,306144336269.51,5.80689144,2.18379872390258,38.81,74.9951219512195,7.22,17.75
512,POL,2006,314093.0,5.20765018463135,21473000000.0,344622003093.581,5.80280542,1.28469394366409,44.58,75.1439024390244,7.18,13.84
513,POL,2007,313375.4,4.86874008178711,25031000000.0,429028505365.078,5.87339211,2.45874312385397,48.6,75.2439024390244,7.28,9.6
514,POL,2008,308325.3,5.04239988327026,14574000000.0,533609081852.897,6.37592173,4.1649719352477,53.13,75.5439024390244,8.01,7.12
515,POL,2009,297260.3,4.98976993560791,14025000000.0,439737508413.192,6.587708,3.79539242483406,58.97,75.6951219512195,8.84,8.17
516,POL,2010,313739.1,5.0630202293396,18542000000.0,475696613935.595,6.4122324,2.58069370250546,62.32,76.2463414634146,9.49,9.64
517,POL,2011,310593.6,4.82496976852417,18212000000.0,524382678547.32,6.2400856,4.23940149625935,61.94999897,76.6951219512195,10.44,9.63
518,POL,2012,303351.4,4.82954978942871,7180000000.0,495236910793.797,6.22393656,3.56037151702788,62.30999727,76.7463414634146,10.91,10.09
519,POL,2013,298304.4,4.97062015533447,1029000000.0,515764728216.161,6.41485739,0.99198260633235,62.8492,77.0,11.41,10.33
520,POL,2014,285730.0,4.93554019927979,20455000000.0,539087652559.835,6.38664055,0.0538213132400467,66.6,77.6024390243903,11.58,8.99
521,POL,2015,289077.4,4.80993986129761,15598000000.0,477111287969.227,6.39477158,-0.874125874125849,67.99698716,77.4512195121951,11.87,7.5
522,POL,2016,299802.4,4.63339996337891,17750000000.0,470022572790.91,6.53473854,-0.664767331434023,73.3007041,77.8512195121951,11.34,6.16
523,POL,2017,312863.9,4.5584602355957,11999000000.0,524645833884.582,6.5601325,2.07593553673862,75.98536595,77.7536585365854,11.12,4.89
524,POL,2018,311910.1,4.61579990386963,19204000000.0,588782567765.872,6.32764196,1.81295156542681,77.54173454,77.6024390243903,11.27,3.85
525,POL,2019,295132.2,4.6692099571228,17619000000.0,596054591863.312,6.44682503,2.227478809383,80.43590688,77.9048780487805,12.18,3.28
526,POL,2020,295132.2,5.19000005722046,19151000000.0,599449188399.108,6.49310207,3.3744697261859,83.18488715,76.5,12.18,3.16
527,POL,2021,295132.2,5.19000005722046,37113000000.0,679444832854.295,6.59315157,5.05502704719268,85.37490736,75.6024390243903,12.18,3.36
528,SVN,2000,14541.7,5.7568302154541,135800000.0,20289627636.6767,7.80406952,8.91174418658764,15.11025956,75.4121951219512,17.96,6.92
529,SVN,2001,15380.1,5.7568302154541,501200000.0,20876309970.385,7.87602425,8.37966587492205,30.17591047,75.7585365853659,18.67,5.68
530,SVN,2002,15524.6,5.67286014556885,1849800000.0,23489890274.3142,8.02119827,7.48077770703756,27.83888542,76.0073170731707,16.31,5.92
531,SVN,2003,15413.0,5.70333003997803,535600000.0,29634713641.0968,8.09883499,5.54416421752898,31.85479301,76.8585365853659,16.9,6.48
532,SVN,2004,15699.6,5.64425992965698,763100000.0,34414784504.2352,7.93957281,3.59297594249513,40.81,77.2073170731707,17.77,6.01
533,SVN,2005,15916.5,5.60408020019531,970800000.0,36206395970.6504,7.99595737,2.45150132316474,46.81,77.6121951219512,18.58,6.51
534,SVN,2006,16293.7,5.59066009521484,692021551.718703,39481045038.2637,7.82322693,2.45792444195864,54.01,78.0865853658537,17.36,5.95
535,SVN,2007,16283.4,5.11661005020142,1884506372.67516,48067401207.3978,7.51139164,3.65749563284104,56.74,78.5609756097561,18.35,4.82
536,SVN,2008,17360.1,5.10951995849609,1080741791.92197,55779427739.6609,7.85466576,5.64742380573934,58.0,78.7658536585366,17.63,4.37
537,SVN,2009,15509.2,5.55496978759766,-346971372.900937,50567734885.9613,8.54080105,0.83926224679384,64.0,78.9707317073171,19.57,5.86
538,SVN,2010,15777.2,5.54546022415161,319143932.57504,48208240226.4501,8.56503296,1.80117022137136,70.0,79.4219512195122,20.07,7.24
539,SVN,2011,15700.8,5.541259765625,875946337.676011,51583869785.1849,8.53639603,1.80285171941907,67.33999481,79.9707317073171,19.14,8.17
540,SVN,2012,15123.6,5.62023019790649,33537889.4917908,46577793184.0031,8.71509933,2.5974138603901,68.34997453,80.1243902439024,20.22,8.84
541,SVN,2013,14548.1,5.4057297706604,104022716.62865,48415657264.8758,8.74028301,1.76920085881896,72.6756,80.3219512195122,22.48,10.1
542,SVN,2014,13112.7,5.29169988632202,1019380613.4972,49997186439.0916,8.50197601,0.199343826570849,71.59,81.0780487804878,22.91,9.67
543,SVN,2015,13139.7,4.90953016281128,1730147099.28225,43107506024.3254,8.49823952,-0.525552285820838,73.09865997,80.7756097560976,21.38,8.96
544,SVN,2016,13903.0,4.79266977310181,1446274234.68465,44766722790.5826,8.4630394,-0.0549995416704911,75.49850426,81.1756097560976,20.96,8.0
545,SVN,2017,14123.7,4.78053998947144,1196228604.6928,48589100043.0954,8.18480968,1.42910743319297,78.88542636,81.0292682926829,19.71,6.56
546,SVN,2018,14072.9,4.93587017059326,1538137615.35452,54177882425.8431,8.27911568,1.73860861988181,79.7499766,81.3780487804878,20.61,5.11
547,SVN,2019,13599.8,4.9102897644043,2151537534.12248,54331588482.3058,8.52314281,1.63052260754338,83.1083578,81.5292682926829,20.86,4.45
548,SVN,2020,13599.8,5.76000022888184,506269486.820006,53706800043.6842,9.45357895,-0.0548568157606067,86.60130109,80.5317073170732,20.86,4.97
549,SVN,2021,13599.8,5.76000022888184,2148387880.14866,61748586534.8672,9.15498257,1.91706506089267,89.00399524,80.8756097560976,20.86,4.74
550,SWE,2000,53277.5,6.740149974823,22817836820.944,262835454366.855,7.32689953,0.899143734041743,45.68765221,79.6439024390244,39.82,5.47
551,SWE,2001,52497.3,6.61764001846313,18217810086.4861,242395852494.409,7.90032959,2.40595834145435,51.76566494,79.7951219512195,37.38,4.73
552,SWE,2002,54023.7,6.92434978485107,18381645407.9827,266849061835.659,8.21006203,2.15848213589263,70.57,79.8463414634146,35.85,4.97
553,SWE,2003,55202.7,6.79142999649048,6007683415.88431,334337212322.076,8.31724644,1.92565534892387,79.13,80.0951219512195,34.56,5.55
554,SWE,2004,53593.3,6.66310977935791,16854649893.5474,385118044877.465,8.1296196,0.373659828721796,83.89,80.4975609756098,35.49,6.69
555,SWE,2005,50206.2,6.5064001083374,20782686615.8207,392218088878.779,8.1508379,0.453170852576176,84.83,80.5463414634146,39.3,7.49
556,SWE,2006,48896.3,6.36429023742676,22052656378.5991,423093437423.762,8.05226612,1.36021468627688,87.76,80.7487804878049,40.08,7.07
557,SWE,2007,47136.3,6.17158985137939,46143507532.9675,491252589217.021,7.99607754,2.21216883436735,82.01,80.9,41.75,6.16
558,SWE,2008,46149.2,6.34455013275146,41436553995.9454,517706149201.196,8.20824242,3.43704910602875,90.0,81.1,43.2,6.23
559,SWE,2009,42879.2,6.74971008300781,8960871620.904,436537014293.554,8.77037907,-0.494460544378046,91.0,81.3512195121951,45.71,8.35
560,SWE,2010,48130.9,6.52268981933594,625102142.469445,495812558843.31,8.31963825,1.15798802715629,90.0,81.4512195121951,44.7,8.61
561,SWE,2011,44578.2,6.36691999435425,6979353755.44351,574094112972.733,10.41646671,2.96115073822139,92.76998606,81.8024390243903,45.43,7.8
562,SWE,2012,42138.6,7.5369701385498,4273531542.41649,552483727282.802,10.7351532,0.8883775069237,93.17998801,81.7048780487805,48.29,7.98
563,SWE,2013,40536.0,7.61120986938477,1316837632.12475,586841821796.891,10.90491486,-0.0442929701486557,94.7836,81.9560975609756,47.27,8.05
564,SWE,2014,39084.6,7.57372999191284,-8624292983.55841,581964017237.095,10.9479475,-0.17963849411465,92.52,82.2536585365854,48.61,7.95
565,SWE,2015,39192.4,7.4439001083374,10254310463.6027,505103781349.757,10.80418396,-0.0467847449832651,90.61019664,82.2048780487805,51.91,7.43
566,SWE,2016,38782.4,7.61861991882324,15642242213.9251,515654671469.547,10.85240364,0.984269244577978,89.65094761,82.3073170731707,50.89,6.99
567,SWE,2017,38291.8,7.56883001327515,24567738770.5318,541018749769.097,10.78509998,1.79449904665596,93.00626697,82.409756097561,51.81,6.72
568,SWE,2018,36013.1,7.64084005355835,-1368759168.53668,555455371487.089,10.94106293,1.95353530127029,89.24696316,82.5585365853659,51.54,6.36
569,SWE,2019,35001.7,7.63851022720337,16517284259.1258,533879529188.454,10.83224297,1.78415097403832,94.49344341,83.109756097561,52.88,6.83
570,SWE,2020,35001.7,7.17000007629395,18904841095.6675,547054174235.876,11.37992764,0.497367318853562,94.53943122,82.3560975609756,52.88,8.29
571,SWE,2021,35001.7,7.17000007629395,52682010240.2206,635663801201.765,11.27992725,2.16319736447149,88.30778589,83.1560975609756,52.88,8.72
572,USA,2000,5775808.0,6.71997308731079,349125000000.0,10250947997000.0,12.48710918,3.37685727149935,43.07916264,76.6365853658537,5.43,3.99
573,USA,2001,5748263.0,6.71997308731079,172496000000.0,10581929774000.0,13.16466713,2.82617111885402,49.08083159,76.8365853658537,4.68,4.73
574,USA,2002,5593026.0,6.71997308731079,111055000000.0,10929112955000.0,13.99167347,1.58603162650603,58.78540388,76.9365853658537,4.84,5.78
575,USA,2003,5658993.0,6.71997308731079,117106000000.0,11456442041000.0,14.50113487,2.27009497336113,61.69711712,77.0365853658537,5.33,5.99
576,USA,2004,5738287.0,6.71997308731079,213641000000.0,12217193198000.0,14.54663658,2.67723669309173,64.75825648,77.4878048780488,5.48,5.53
577,USA,2005,5753494.0,6.71997308731079,142344000000.0,13039199193000.0,14.57448006,3.39274684549547,67.96805292,77.4878048780488,5.84,5.08
