,CO2,COU,Year,Value
7495,HUN,DNK,2019,7.0
7496,HUN,DNK,2020,51.0
7497,HUN,CAN,2000,364.0
7498,HUN,CAN,2001,314.0
7499,HUN,CAN,2002,280.0
7500,HUN,CAN,2003,348.0
7501,HUN,CAN,2004,355.0
7502,HUN,CAN,2005,339.0
7503,HUN,CAN,2006,398.0
7504,HUN,CAN,2007,440.0
7505,HUN,CAN,2008,433.0
7506,HUN,CAN,2009,306.0
7507,HUN,CAN,2010,291.0
7508,HUN,CAN,2011,335.0
7509,HUN,CAN,2012,226.0
7510,HUN,CAN,2013,203.0
7511,HUN,CAN,2014,334.0
7512,HUN,CAN,2015,308.0
7513,HUN,CAN,2016,199.0
7514,HUN,CAN,2017,116.0
7515,HUN,CAN,2018,202.0
7516,HUN,CAN,2019,322.0
7517,HUN,CAN,2020,156.0
7518,HUN,ISL,2000,2.0
7519,HUN,ISL,2001,0.0
7520,HUN,ISL,2002,1.0
7521,HUN,ISL,2003,4.0
7522,HUN,ISL,2004,7.0
7523,HUN,ISL,2005,2.0
7524,HUN,ISL,2006,2.0
7525,HUN,ISL,2007,6.0
7526,HUN,ISL,2008,3.0
7527,HUN,ISL,2009,0.0
7528,HUN,ISL,2010,0.0
7529,HUN,ISL,2011,1.0
7530,HUN,ISL,2012,4.0
7531,HUN,ISL,2013,3.0
7532,HUN,ISL,2014,0.0
7533,HUN,ISL,2015,7.0
7534,HUN,ISL,2016,1.0
7535,HUN,ISL,2017,2.0
7536,HUN,ISL,2018,3.0
7537,HUN,ISL,2019,8.0
7538,HUN,ISL,2020,3.0
7539,HUN,AUT,2000,351.0
7540,HUN,AUT,2001,315.0
7541,HUN,AUT,2002,246.0
7542,HUN,AUT,2003,262.0
7543,HUN,AUT,2004,174.0
7544,HUN,AUT,2005,120.0
7545,HUN,AUT,2006,106.0
7546,HUN,AUT,2007,74.0
7547,HUN,AUT,2008,56.0
7548,HUN,AUT,2009,72.0
7549,HUN,AUT,2010,68.0
7550,HUN,AUT,2011,66.0
7551,HUN,AUT,2012,71.0
7552,HUN,AUT,2013,83.0
7553,HUN,AUT,2014,111.0
7554,HUN,AUT,2015,119.0
7555,HUN,AUT,2016,154.0
7556,HUN,AUT,2017,227.0
7557,HUN,AUT,2018,258.0
7558,HUN,AUT,2019,236.0
7559,HUN,AUT,2020,221.0
7560,HUN,AUS,2000,78.0
7561,HUN,AUS,2001,68.0
7562,HUN,AUS,2002,63.0
7563,HUN,AUS,2003,105.0
7564,HUN,AUS,2004,92.0
7565,HUN,AUS,2005,105.0
7566,HUN,AUS,2006,107.0
7567,HUN,AUS,2007,148.0
7568,HUN,AUS,2008,107.0
7569,HUN,AUS,2009,139.0
7570,HUN,AUS,2010,170.0
7571,HUN,AUS,2011,147.0
7572,HUN,AUS,2012,172.0
7573,HUN,AUS,2013,202.0
7574,HUN,AUS,2014,304.0
7575,HUN,AUS,2015,257.0
7576,HUN,AUS,2016,248.0
7577,HUN,AUS,2017,285.0
7578,HUN,AUS,2018,185.0
7579,HUN,AUS,2019,276.0
7580,HUN,AUS,2020,377.0
7581,HUN,NLD,2000,84.0
7582,HUN,NLD,2001,93.0
7583,HUN,NLD,2002,90.0
7584,HUN,NLD,2003,43.0
7585,HUN,NLD,2004,33.0
7586,HUN,NLD,2005,65.0
7587,HUN,NLD,2006,39.0
7588,HUN,NLD,2007,47.0
7589,HUN,NLD,2008,44.0
7590,HUN,NLD,2009,47.0
7591,HUN,NLD,2010,32.0
7592,HUN,NLD,2011,39.0
7593,HUN,NLD,2012,65.0
7594,HUN,NLD,2013,46.0
7595,HUN,NLD,2014,70.0
7596,HUN,NLD,2015,103.0
7597,HUN,NLD,2016,90.0
7598,HUN,NLD,2017,97.0
7599,HUN,NLD,2018,85.0
7600,HUN,NLD,2019,120.0
7601,HUN,NLD,2020,125.0
7602,HUN,LVA,2000,0.0
7603,HUN,LVA,2001,0.0
7604,HUN,LVA,2002,0.0
7605,HUN,LVA,2003,0.0
7606,HUN,LVA,2004,0.0
7607,HUN,LVA,2005,0.0
7608,HUN,LVA,2006,0.0
7609,HUN,LVA,2007,0.0
7610,HUN,LVA,2008,0.0
7611,HUN,LVA,2009,0.0
7612,HUN,LVA,2010,0.0
7613,HUN,LVA,2011,0.0
7614,HUN,LVA,2012,0.0
7615,HUN,LVA,2013,0.0
7616,HUN,LVA,2014,2.0
7617,HUN,LVA,2015,0.0
7618,HUN,LVA,2016,0.0
7619,HUN,LVA,2017,0.0
7620,HUN,LVA,2018,0.0
7621,HUN,LVA,2019,1.0
7622,HUN,LVA,2020,0.0
7623,HUN,NZL,2000,21.0
7624,HUN,NZL,2001,15.0
7625,HUN,NZL,2002,18.0
7626,HUN,NZL,2003,16.0
7627,HUN,NZL,2004,24.0
7628,HUN,NZL,2005,23.0
7629,HUN,NZL,2006,32.0
7630,HUN,NZL,2007,34.0
7631,HUN,NZL,2008,19.0
7632,HUN,NZL,2009,26.0
7633,HUN,NZL,2010,22.0
7634,HUN,NZL,2011,33.0
7635,HUN,NZL,2012,39.0
7636,HUN,NZL,2013,37.0
7637,HUN,NZL,2014,59.0
7638,HUN,NZL,2015,67.0
7639,HUN,NZL,2016,86.0
7640,HUN,NZL,2017,105.0
7641,HUN,NZL,2018,74.0
7642,HUN,NZL,2019,72.0
7643,HUN,NZL,2020,47.0
7644,NOR,GBR,2000,25.0
7645,NOR,GBR,2001,17.0
7646,NOR,GBR,2002,28.0
7647,NOR,GBR,2003,25.0
7648,NOR,GBR,2004,23.0
7649,NOR,GBR,2005,26.0
7650,NOR,GBR,2006,32.0
7651,NOR,GBR,2007,25.0
7652,NOR,GBR,2008,17.0
7653,NOR,GBR,2009,18.0
7654,NOR,GBR,2010,20.0
7655,NOR,GBR,2011,19.0
7656,NOR,GBR,2012,36.0
7657,NOR,GBR,2013,14.0
7658,NOR,GBR,2014,16.0
7659,NOR,GBR,2015,17.0
7660,NOR,GBR,2016,38.0
7661,NOR,GBR,2017,28.0
7662,NOR,GBR,2018,55.0
7663,NOR,GBR,2019,72.0
7664,NOR,GBR,2020,211.0
7665,NOR,BEL,2000,2.0
7666,NOR,BEL,2001,2.0
7667,NOR,BEL,2002,2.0
7668,NOR,BEL,2003,2.0
7669,NOR,BEL,2004,0.0
7670,NOR,BEL,2005,6.0
7671,NOR,BEL,2006,4.0
7672,NOR,BEL,2007,5.0
7673,NOR,BEL,2008,4.0
7674,NOR,BEL,2009,3.0
7675,NOR,BEL,2010,6.0
7676,NOR,BEL,2011,2.0
7677,NOR,BEL,2012,1.0
7678,NOR,BEL,2013,1.0
7679,NOR,BEL,2014,0.0
7680,NOR,BEL,2015,4.0
7681,NOR,BEL,2016,0.0
7682,NOR,BEL,2017,6.0
7683,NOR,BEL,2018,4.0
7684,NOR,BEL,2019,6.0
7685,NOR,BEL,2020,3.0
7686,NOR,GRC,2000,1.0
7687,NOR,GRC,2001,1.0
7688,NOR,GRC,2002,1.0
7689,NOR,GRC,2003,1.0
7690,NOR,GRC,2004,1.0
7691,NOR,GRC,2005,1.0
7692,NOR,GRC,2006,1.0
7693,NOR,GRC,2007,1.0
7694,NOR,GRC,2008,2.0
7695,NOR,GRC,2009,3.0
7696,NOR,GRC,2010,2.0
7697,NOR,GRC,2011,3.0
7698,NOR,GRC,2012,4.0
7699,NOR,GRC,2013,3.0
7700,NOR,GRC,2014,2.0
7701,NOR,GRC,2015,1.0
7702,NOR,GRC,2016,2.0
7703,NOR,GRC,2017,0.0
7704,NOR,GRC,2018,3.0
7705,NOR,GRC,2019,3.0
7706,NOR,GRC,2020,2.0
7707,NOR,CHE,2000,1.0
7708,NOR,CHE,2001,6.0
7709,NOR,CHE,2002,2.0
7710,NOR,CHE,2003,7.0
7711,NOR,CHE,2004,7.0
7712,NOR,CHE,2005,13.0
7713,NOR,CHE,2006,4.0
7714,NOR,CHE,2007,10.0
7715,NOR,CHE,2008,10.0
7716,NOR,CHE,2009,7.0
7717,NOR,CHE,2010,8.0
7718,NOR,CHE,2011,11.0
7719,NOR,CHE,2012,10.0
7720,NOR,CHE,2013,8.0
7721,NOR,CHE,2014,9.0
7722,NOR,CHE,2015,16.0
7723,NOR,CHE,2016,7.0
7724,NOR,CHE,2017,15.0
7725,NOR,CHE,2018,18.0
7726,NOR,CHE,2019,17.0
7727,NOR,CHE,2020,34.0
7728,NOR,SVN,2000,0.0
7729,NOR,SVN,2001,0.0
7730,NOR,SVN,2002,0.0
7731,NOR,SVN,2003,0.0
7732,NOR,SVN,2004,0.0
7733,NOR,SVN,2005,0.0
7734,NOR,SVN,2006,0.0
7735,NOR,SVN,2007,0.0
7736,NOR,SVN,2008,0.0
7737,NOR,SVN,2009,0.0
7738,NOR,SVN,2010,0.0
7739,NOR,SVN,2011,1.0
7740,NOR,SVN,2012,0.0
7741,NOR,SVN,2013,0.0
7742,NOR,SVN,2014,0.0
7743,NOR,SVN,2015,0.0
7744,NOR,SVN,2016,0.0
7745,NOR,SVN,2017,0.0
7746,NOR,SVN,2018,0.0
7747,NOR,SVN,2019,0.0
7748,NOR,SVN,2020,0.0
7749,NOR,ITA,2000,1.0
7750,NOR,ITA,2001,1.0
7751,NOR,ITA,2002,1.0
7752,NOR,ITA,2003,1.0
7753,NOR,ITA,2004,1.0
7754,NOR,ITA,2005,1.0
7755,NOR,ITA,2006,1.0
7756,NOR,ITA,2007,1.0
7757,NOR,ITA,2008,2.0
7758,NOR,ITA,2009,0.0
7759,NOR,ITA,2010,0.0
7760,NOR,ITA,2011,0.0
7761,NOR,ITA,2012,1.0
7762,NOR,ITA,2013,2.0
7763,NOR,ITA,2014,2.0
7764,NOR,ITA,2015,4.0
7765,NOR,ITA,2016,2.0
7766,NOR,ITA,2017,0.0
7767,NOR,ITA,2018,3.0
7768,NOR,ITA,2019,1.0
7769,NOR,ITA,2020,2.0
7770,NOR,MEX,2000,0.0
7771,NOR,MEX,2001,0.0
7772,NOR,MEX,2002,0.0
7773,NOR,MEX,2003,0.0
7774,NOR,MEX,2004,1.0
7775,NOR,MEX,2005,1.0
7776,NOR,MEX,2006,0.0
7777,NOR,MEX,2007,1.0
7778,NOR,MEX,2008,1.0
7779,NOR,MEX,2009,0.0
7780,NOR,MEX,2010,0.0
7781,NOR,MEX,2011,1.0
7782,NOR,MEX,2012,0.0
7783,NOR,MEX,2013,0.0
7784,NOR,MEX,2014,0.0
7785,NOR,MEX,2015,0.0
7786,NOR,MEX,2016,0.0
7787,NOR,MEX,2017,1.0
7788,NOR,MEX,2018,1.0
7789,NOR,MEX,2019,1.0
7790,NOR,MEX,2020,1.0
7791,NOR,DEU,2000,4.0
7792,NOR,DEU,2001,8.0
7793,NOR,DEU,2002,5.0
7794,NOR,DEU,2003,4.0
7795,NOR,DEU,2004,2.0
7796,NOR,DEU,2005,3.0
7797,NOR,DEU,2006,3.0
7798,NOR,DEU,2007,5.0
7799,NOR,DEU,2008,4.0
7800,NOR,DEU,2009,1.0
7801,NOR,DEU,2010,3.0
7802,NOR,DEU,2011,4.0
7803,NOR,DEU,2012,5.0
7804,NOR,DEU,2013,7.0
7805,NOR,DEU,2014,5.0
7806,NOR,DEU,2015,7.0
7807,NOR,DEU,2016,5.0
7808,NOR,DEU,2017,2.0
7809,NOR,DEU,2018,10.0
7810,NOR,DEU,2019,5.0
7811,NOR,DEU,2020,5.0
7812,NOR,CHL,2000,0.0
7813,NOR,CHL,2001,0.0
7814,NOR,CHL,2002,0.0
7815,NOR,CHL,2003,0.0
7816,NOR,CHL,2004,0.0
7817,NOR,CHL,2005,0.0
7818,NOR,CHL,2006,0.0
7819,NOR,CHL,2007,0.0
7820,NOR,CHL,2008,0.0
7821,NOR,CHL,2009,0.0
7822,NOR,CHL,2010,0.0
7823,NOR,CHL,2011,0.0
7824,NOR,CHL,2012,1.0
7825,NOR,CHL,2013,0.0
7826,NOR,CHL,2014,0.0
7827,NOR,CHL,2015,0.0
7828,NOR,CHL,2016,0.0
7829,NOR,CHL,2017,0.0
7830,NOR,CHL,2018,0.0
7831,NOR,CHL,2019,0.0
7832,NOR,CHL,2020,0.0
7833,NOR,USA,2000,191.0
7834,NOR,USA,2001,126.0
7835,NOR,USA,2002,108.0
7836,NOR,USA,2003,93.0
7837,NOR,USA,2004,137.0
7838,NOR,USA,2005,136.0
7839,NOR,USA,2006,145.0
7840,NOR,USA,2007,105.0
7841,NOR,USA,2008,163.0
7842,NOR,USA,2009,150.0
7843,NOR,USA,2010,98.0
7844,NOR,USA,2011,105.0
7845,NOR,USA,2012,95.0
7846,NOR,USA,2013,94.0
7847,NOR,USA,2014,91.0
7848,NOR,USA,2015,80.0
7849,NOR,USA,2016,99.0
7850,NOR,USA,2017,76.0
7851,NOR,USA,2018,105.0
7852,NOR,USA,2019,126.0
7853,NOR,USA,2020,292.0
7854,NOR,FRA,2000,4.0
7855,NOR,FRA,2001,3.0
7856,NOR,FRA,2002,0.0
7857,NOR,FRA,2003,5.0
7858,NOR,FRA,2004,3.0
7859,NOR,FRA,2005,1.0
7860,NOR,FRA,2006,2.666666666666667
7861,NOR,FRA,2007,4.333333333333334
7862,NOR,FRA,2008,6.0
7863,NOR,FRA,2009,6.0
7864,NOR,FRA,2010,7.0
7865,NOR,FRA,2011,4.5
7866,NOR,FRA,2012,2.0
7867,NOR,FRA,2013,3.0
7868,NOR,FRA,2014,2.0
7869,NOR,FRA,2015,2.0
7870,NOR,FRA,2016,3.0
7871,NOR,FRA,2017,1.0
7872,NOR,FRA,2018,1.0
7873,NOR,FRA,2019,2.0
7874,NOR,FRA,2020,5.0
7875,NOR,POL,2000,2.0
7876,NOR,POL,2001,2.0
7877,NOR,POL,2002,2.0
7878,NOR,POL,2003,2.0
7879,NOR,POL,2004,2.0
7880,NOR,POL,2005,2.0
7881,NOR,POL,2006,2.0
7882,NOR,POL,2007,2.0
7883,NOR,POL,2008,2.0
7884,NOR,POL,2009,1.0
7885,NOR,POL,2010,1.0
7886,NOR,POL,2011,2.0
7887,NOR,POL,2012,2.0
7888,NOR,POL,2013,2.0
7889,NOR,POL,2014,0.0
7890,NOR,POL,2015,0.0
7891,NOR,POL,2016,1.0
7892,NOR,POL,2017,0.0
7893,NOR,POL,2018,0.0
7894,NOR,POL,2019,0.0
7895,NOR,POL,2020,1.0
7896,NOR,LUX,2000,0.0
7897,NOR,LUX,2001,1.0
7898,NOR,LUX,2002,0.0
7899,NOR,LUX,2003,0.0
7900,NOR,LUX,2004,2.0
7901,NOR,LUX,2005,0.0
7902,NOR,LUX,2006,1.0
7903,NOR,LUX,2007,0.0
7904,NOR,LUX,2008,0.0
7905,NOR,LUX,2009,0.0
7906,NOR,LUX,2010,2.0
7907,NOR,LUX,2011,0.0
7908,NOR,LUX,2012,0.0
7909,NOR,LUX,2013,0.0
7910,NOR,LUX,2014,0.0
7911,NOR,LUX,2015,0.0
7912,NOR,LUX,2016,1.0
7913,NOR,LUX,2017,0.0
7914,NOR,LUX,2018,0.0
7915,NOR,LUX,2019,0.0
7916,NOR,LUX,2020,4.0
7917,NOR,HUN,2000,3.0
7918,NOR,HUN,2001,3.0
7919,NOR,HUN,2002,3.0
7920,NOR,HUN,2003,3.0
7921,NOR,HUN,2004,3.0
7922,NOR,HUN,2005,3.0
7923,NOR,HUN,2006,2.0
7924,NOR,HUN,2007,1.0
7925,NOR,HUN,2008,0.0
7926,NOR,HUN,2009,0.0
7927,NOR,HUN,2010,0.0
7928,NOR,HUN,2011,0.0
7929,NOR,HUN,2012,2.0
7930,NOR,HUN,2013,0.0
7931,NOR,HUN,2014,0.0
7932,NOR,HUN,2015,2.0
7933,NOR,HUN,2016,0.0
7934,NOR,HUN,2017,1.0
7935,NOR,HUN,2018,0.0
7936,NOR,HUN,2019,0.0
7937,NOR,HUN,2020,1.0
7938,NOR,FIN,2000,4.0
7939,NOR,FIN,2001,2.0
7940,NOR,FIN,2002,3.0
7941,NOR,FIN,2003,2.0
7942,NOR,FIN,2004,4.0
7943,NOR,FIN,2005,14.0
7944,NOR,FIN,2006,10.0
7945,NOR,FIN,2007,4.0
7946,NOR,FIN,2008,3.0
7947,NOR,FIN,2009,4.0
7948,NOR,FIN,2010,1.0
7949,NOR,FIN,2011,2.0
7950,NOR,FIN,2012,2.0
7951,NOR,FIN,2013,2.0
7952,NOR,FIN,2014,0.0
7953,NOR,FIN,2015,1.0
7954,NOR,FIN,2016,3.0
7955,NOR,FIN,2017,2.0
7956,NOR,FIN,2018,7.0
7957,NOR,FIN,2019,7.0
7958,NOR,FIN,2020,23.0
7959,NOR,IRL,2000,0.0
7960,NOR,IRL,2001,0.0
7961,NOR,IRL,2002,0.0
7962,NOR,IRL,2003,0.0
7963,NOR,IRL,2004,0.0
7964,NOR,IRL,2005,0.0
7965,NOR,IRL,2006,1.0
7966,NOR,IRL,2007,0.0
7967,NOR,IRL,2008,0.0
7968,NOR,IRL,2009,1.0
7969,NOR,IRL,2010,0.5
7970,NOR,IRL,2011,0.0
7971,NOR,IRL,2012,1.0
7972,NOR,IRL,2013,0.0
7973,NOR,IRL,2014,0.0
7974,NOR,IRL,2015,0.0
7975,NOR,IRL,2016,0.5
7976,NOR,IRL,2017,1.0
7977,NOR,IRL,2018,0.0
7978,NOR,IRL,2019,0.0
7979,NOR,IRL,2020,0.0
7980,NOR,SWE,2000,289.0
7981,NOR,SWE,2001,301.0
7982,NOR,SWE,2002,376.0
7983,NOR,SWE,2003,395.0
7984,NOR,SWE,2004,467.0
7985,NOR,SWE,2005,488.0
7986,NOR,SWE,2006,417.0
7987,NOR,SWE,2007,374.0
7988,NOR,SWE,2008,347.0
7989,NOR,SWE,2009,312.0
7990,NOR,SWE,2010,381.0
7991,NOR,SWE,2011,342.0
7992,NOR,SWE,2012,317.0
7993,NOR,SWE,2013,302.0
7994,NOR,SWE,2014,370.0
7995,NOR,SWE,2015,331.0
7996,NOR,SWE,2016,355.0
7997,NOR,SWE,2017,384.0
7998,NOR,SWE,2018,431.0
7999,NOR,SWE,2019,346.0
8000,NOR,SWE,2020,1725.0
8001,NOR,ESP,2000,1.0
8002,NOR,ESP,2001,1.0
8003,NOR,ESP,2002,1.0
8004,NOR,ESP,2003,1.0
8005,NOR,ESP,2004,1.0
8006,NOR,ESP,2005,1.0
8007,NOR,ESP,2006,1.0
8008,NOR,ESP,2007,1.0
8009,NOR,ESP,2008,1.0
8010,NOR,ESP,2009,1.0
8011,NOR,ESP,2010,1.0
8012,NOR,ESP,2011,1.0
8013,NOR,ESP,2012,1.0
8014,NOR,ESP,2013,1.0
8015,NOR,ESP,2014,1.0
8016,NOR,ESP,2015,3.0
8017,NOR,ESP,2016,0.0
8018,NOR,ESP,2017,2.0
8019,NOR,ESP,2018,0.0
8020,NOR,ESP,2019,0.0
8021,NOR,ESP,2020,1.0
8022,NOR,DNK,2000,134.0
8023,NOR,DNK,2001,134.0
8024,NOR,DNK,2002,134.0
8025,NOR,DNK,2003,134.0
8026,NOR,DNK,2004,134.0
8027,NOR,DNK,2005,134.0
8028,NOR,DNK,2006,134.0
8029,NOR,DNK,2007,106.0
8030,NOR,DNK,2008,85.0
8031,NOR,DNK,2009,76.0
8032,NOR,DNK,2010,51.0
8033,NOR,DNK,2011,76.0
8034,NOR,DNK,2012,45.0
8035,NOR,DNK,2013,33.0
8036,NOR,DNK,2014,25.0
8037,NOR,DNK,2015,18.0
8038,NOR,DNK,2016,49.0
8039,NOR,DNK,2017,27.0
8040,NOR,DNK,2018,22.0
8041,NOR,DNK,2019,18.0
8042,NOR,DNK,2020,55.0
8043,NOR,CAN,2000,45.0
8044,NOR,CAN,2001,39.0
8045,NOR,CAN,2002,70.0
8046,NOR,CAN,2003,136.0
8047,NOR,CAN,2004,35.0
8048,NOR,CAN,2005,40.0
8049,NOR,CAN,2006,41.0
8050,NOR,CAN,2007,22.0
8051,NOR,CAN,2008,28.0
8052,NOR,CAN,2009,20.0
8053,NOR,CAN,2010,21.0
8054,NOR,CAN,2011,20.0
8055,NOR,CAN,2012,18.0
8056,NOR,CAN,2013,23.0
8057,NOR,CAN,2014,38.0
8058,NOR,CAN,2015,30.0
8059,NOR,CAN,2016,20.0
8060,NOR,CAN,2017,23.0
8061,NOR,CAN,2018,26.0
8062,NOR,CAN,2019,23.0
8063,NOR,CAN,2020,23.0
8064,NOR,ISL,2000,7.0
8065,NOR,ISL,2001,2.0
8066,NOR,ISL,2002,2.0
8067,NOR,ISL,2003,3.0
8068,NOR,ISL,2004,8.0
8069,NOR,ISL,2005,4.0
8070,NOR,ISL,2006,4.0
8071,NOR,ISL,2007,4.0
8072,NOR,ISL,2008,7.0
8073,NOR,ISL,2009,0.0
8074,NOR,ISL,2010,0.0
8075,NOR,ISL,2011,1.0
8076,NOR,ISL,2012,1.0
8077,NOR,ISL,2013,0.0
8078,NOR,ISL,2014,0.0
8079,NOR,ISL,2015,0.0
8080,NOR,ISL,2016,1.0
8081,NOR,ISL,2017,3.0
8082,NOR,ISL,2018,0.0
8083,NOR,ISL,2019,2.0
8084,NOR,ISL,2020,13.0
8085,NOR,AUT,2000,1.0
8086,NOR,AUT,2001,1.0
8087,NOR,AUT,2002,1.0
8088,NOR,AUT,2003,1.0
8089,NOR,AUT,2004,1.0
8090,NOR,AUT,2005,2.0
8091,NOR,AUT,2006,1.0
8092,NOR,AUT,2007,1.0
8093,NOR,AUT,2008,1.0
8094,NOR,AUT,2009,1.0
8095,NOR,AUT,2010,1.0
8096,NOR,AUT,2011,1.0
8097,NOR,AUT,2012,1.0
8098,NOR,AUT,2013,1.0
8099,NOR,AUT,2014,1.0
8100,NOR,AUT,2015,1.0
8101,NOR,AUT,2016,1.0
8102,NOR,AUT,2017,0.0
8103,NOR,AUT,2018,1.0
8104,NOR,AUT,2019,1.0
8105,NOR,AUT,2020,0.0
8106,NOR,AUS,2000,14.0
8107,NOR,AUS,2001,15.0
8108,NOR,AUS,2002,19.0
8109,NOR,AUS,2003,25.0
8110,NOR,AUS,2004,12.0
8111,NOR,AUS,2005,15.0
8112,NOR,AUS,2006,13.0
8113,NOR,AUS,2007,25.0
8114,NOR,AUS,2008,19.0
8115,NOR,AUS,2009,17.0
8116,NOR,AUS,2010,20.0
8117,NOR,AUS,2011,27.0
8118,NOR,AUS,2012,7.0
8119,NOR,AUS,2013,12.0
8120,NOR,AUS,2014,25.0
8121,NOR,AUS,2015,12.0
8122,NOR,AUS,2016,12.0
8123,NOR,AUS,2017,15.0
8124,NOR,AUS,2018,3.0
8125,NOR,AUS,2019,15.0
8126,NOR,AUS,2020,43.0
8127,NOR,NLD,2000,6.0
8128,NOR,NLD,2001,9.0
8129,NOR,NLD,2002,5.0
8130,NOR,NLD,2003,7.0
8131,NOR,NLD,2004,5.0
8132,NOR,NLD,2005,0.0
8133,NOR,NLD,2006,5.0
8134,NOR,NLD,2007,4.0
8135,NOR,NLD,2008,11.0
8136,NOR,NLD,2009,8.0
8137,NOR,NLD,2010,5.0
8138,NOR,NLD,2011,5.0
8139,NOR,NLD,2012,4.0
8140,NOR,NLD,2013,1.0
8141,NOR,NLD,2014,4.0
8142,NOR,NLD,2015,7.0
8143,NOR,NLD,2016,2.0
8144,NOR,NLD,2017,2.0
8145,NOR,NLD,2018,1.0
8146,NOR,NLD,2019,2.0
8147,NOR,NLD,2020,23.0
8148,NOR,LVA,2000,0.0
8149,NOR,LVA,2001,0.0
8150,NOR,LVA,2002,0.0
8151,NOR,LVA,2003,0.0
8152,NOR,LVA,2004,0.0
8153,NOR,LVA,2005,0.0
8154,NOR,LVA,2006,0.0
8155,NOR,LVA,2007,0.0
8156,NOR,LVA,2008,0.0
8157,NOR,LVA,2009,0.0
8158,NOR,LVA,2010,0.0
8159,NOR,LVA,2011,0.0
8160,NOR,LVA,2012,0.0
8161,NOR,LVA,2013,0.0
8162,NOR,LVA,2014,0.0
8163,NOR,LVA,2015,1.0
8164,NOR,LVA,2016,2.0
8165,NOR,LVA,2017,0.0
8166,NOR,LVA,2018,0.0
8167,NOR,LVA,2019,0.0
8168,NOR,LVA,2020,0.0
8169,NOR,NZL,2000,2.0
8170,NOR,NZL,2001,3.0
8171,NOR,NZL,2002,3.0
8172,NOR,NZL,2003,5.0
8173,NOR,NZL,2004,4.0
8174,NOR,NZL,2005,3.0
8175,NOR,NZL,2006,3.0
8176,NOR,NZL,2007,2.0
8177,NOR,NZL,2008,1.0
8178,NOR,NZL,2009,2.0
8179,NOR,NZL,2010,1.5
8180,NOR,NZL,2011,1.0
8181,NOR,NZL,2012,2.0
8182,NOR,NZL,2013,6.0
8183,NOR,NZL,2014,2.0
8184,NOR,NZL,2015,4.0
8185,NOR,NZL,2016,4.0
8186,NOR,NZL,2017,3.0
8187,NOR,NZL,2018,2.0
8188,NOR,NZL,2019,1.0
8189,NOR,NZL,2020,8.0
8190,FIN,GBR,2000,7.0
8191,FIN,GBR,2001,11.0
8192,FIN,GBR,2002,7.0
8193,FIN,GBR,2003,15.0
8194,FIN,GBR,2004,27.0
8195,FIN,GBR,2005,30.0
8196,FIN,GBR,2006,32.0
8197,FIN,GBR,2007,42.0
8198,FIN,GBR,2008,31.0
8199,FIN,GBR,2009,48.0
8200,FIN,GBR,2010,43.0
8201,FIN,GBR,2011,46.0
8202,FIN,GBR,2012,40.0
8203,FIN,GBR,2013,41.0
8204,FIN,GBR,2014,25.0
8205,FIN,GBR,2015,43.0
8206,FIN,GBR,2016,95.0
8207,FIN,GBR,2017,234.0
8208,FIN,GBR,2018,273.0
8209,FIN,GBR,2019,265.0
8210,FIN,GBR,2020,245.0
8211,FIN,BEL,2000,5.0
8212,FIN,BEL,2001,5.0
8213,FIN,BEL,2002,5.0
8214,FIN,BEL,2003,5.0
8215,FIN,BEL,2004,8.0
8216,FIN,BEL,2005,3.0
8217,FIN,BEL,2006,7.0
8218,FIN,BEL,2007,9.0
8219,FIN,BEL,2008,3.0
8220,FIN,BEL,2009,12.0
8221,FIN,BEL,2010,5.0
8222,FIN,BEL,2011,6.0
8223,FIN,BEL,2012,13.0
8224,FIN,BEL,2013,9.0
8225,FIN,BEL,2014,9.0
8226,FIN,BEL,2015,11.0
8227,FIN,BEL,2016,5.0
8228,FIN,BEL,2017,12.0
8229,FIN,BEL,2018,10.0
8230,FIN,BEL,2019,14.0
8231,FIN,BEL,2020,13.0
8232,FIN,GRC,2000,1.0
8233,FIN,GRC,2001,1.0
8234,FIN,GRC,2002,1.0
8235,FIN,GRC,2003,1.0
8236,FIN,GRC,2004,1.0
8237,FIN,GRC,2005,1.0
8238,FIN,GRC,2006,1.0
8239,FIN,GRC,2007,1.0
8240,FIN,GRC,2008,1.0
8241,FIN,GRC,2009,2.0
8242,FIN,GRC,2010,4.0
8243,FIN,GRC,2011,4.0
8244,FIN,GRC,2012,2.0
8245,FIN,GRC,2013,4.0
8246,FIN,GRC,2014,2.0
8247,FIN,GRC,2015,2.6666666666666665
8248,FIN,GRC,2016,3.333333333333333
8249,FIN,GRC,2017,4.0
8250,FIN,GRC,2018,3.0
8251,FIN,GRC,2019,2.0
8252,FIN,GRC,2020,0.0
8253,FIN,CHE,2000,6.0
8254,FIN,CHE,2001,3.0
8255,FIN,CHE,2002,16.0
8256,FIN,CHE,2003,12.0
8257,FIN,CHE,2004,56.0
8258,FIN,CHE,2005,48.0
8259,FIN,CHE,2006,62.0
8260,FIN,CHE,2007,47.0
8261,FIN,CHE,2008,57.0
8262,FIN,CHE,2009,37.0
8263,FIN,CHE,2010,53.0
8264,FIN,CHE,2011,39.0
8265,FIN,CHE,2012,64.0
8266,FIN,CHE,2013,58.0
8267,FIN,CHE,2014,76.0
8268,FIN,CHE,2015,93.0
8269,FIN,CHE,2016,112.0
8270,FIN,CHE,2017,114.0
8271,FIN,CHE,2018,95.0
8272,FIN,CHE,2019,78.0
