,CO2,COU,Year,Value
0,GBR,BEL,2000,152.0
1,GBR,BEL,2001,274.0
2,GBR,BEL,2002,201.0
3,GBR,BEL,2003,126.0
4,GBR,BEL,2004,128.0
5,GBR,BEL,2005,106.0
6,GBR,BEL,2006,141.0
7,GBR,BEL,2007,114.0
8,GBR,BEL,2008,104.0
9,GBR,BEL,2009,143.0
10,GBR,BEL,2010,111.0
11,GBR,BEL,2011,114.0
12,GBR,BEL,2012,99.0
13,GBR,BEL,2013,141.0
14,GBR,BEL,2014,110.0
15,GBR,BEL,2015,127.0
16,GBR,BEL,2016,506.0
17,GBR,BEL,2017,1381.0
18,GBR,BEL,2018,1045.0
19,GBR,BEL,2019,1630.0
20,GBR,BEL,2020,868.0
21,GBR,GRC,2000,9.0
22,GBR,GRC,2001,9.0
23,GBR,GRC,2002,9.0
24,GBR,GRC,2003,9.0
25,GBR,GRC,2004,9.0
26,GBR,GRC,2005,9.0
27,GBR,GRC,2006,9.0
28,GBR,GRC,2007,9.0
29,GBR,GRC,2008,15.0
30,GBR,GRC,2009,17.0
31,GBR,GRC,2010,47.0
32,GBR,GRC,2011,15.0
33,GBR,GRC,2012,29.0
34,GBR,GRC,2013,41.0
35,GBR,GRC,2014,43.0
36,GBR,GRC,2015,43.0
37,GBR,GRC,2016,31.0
38,GBR,GRC,2017,58.0
39,GBR,GRC,2018,52.0
40,GBR,GRC,2019,30.0
41,GBR,GRC,2020,118.0
42,GBR,CHE,2000,339.0
43,GBR,CHE,2001,310.0
44,GBR,CHE,2002,350.0
45,GBR,CHE,2003,306.0
46,GBR,CHE,2004,289.0
47,GBR,CHE,2005,287.0
48,GBR,CHE,2006,323.0
49,GBR,CHE,2007,353.0
50,GBR,CHE,2008,319.0
51,GBR,CHE,2009,365.0
52,GBR,CHE,2010,298.0
53,GBR,CHE,2011,351.0
54,GBR,CHE,2012,396.0
55,GBR,CHE,2013,328.0
56,GBR,CHE,2014,449.0
57,GBR,CHE,2015,617.0
58,GBR,CHE,2016,665.0
59,GBR,CHE,2017,883.0
60,GBR,CHE,2018,1006.0
61,GBR,CHE,2019,844.0
62,GBR,CHE,2020,727.0
63,GBR,SVN,2000,2.0
64,GBR,SVN,2001,2.0
65,GBR,SVN,2002,2.0
66,GBR,SVN,2003,2.0
67,GBR,SVN,2004,2.0
68,GBR,SVN,2005,2.0
69,GBR,SVN,2006,2.0
70,GBR,SVN,2007,2.0
71,GBR,SVN,2008,0.0
72,GBR,SVN,2009,0.0
73,GBR,SVN,2010,0.0
74,GBR,SVN,2011,0.0
75,GBR,SVN,2012,1.0
76,GBR,SVN,2013,0.0
77,GBR,SVN,2014,0.0
78,GBR,SVN,2015,0.0
79,GBR,SVN,2016,0.0
80,GBR,SVN,2017,2.0
81,GBR,SVN,2018,1.0
82,GBR,SVN,2019,5.0
83,GBR,SVN,2020,4.0
84,GBR,ITA,2000,0.0
85,GBR,ITA,2001,0.0
86,GBR,ITA,2002,0.0
87,GBR,ITA,2003,0.0
88,GBR,ITA,2004,0.0
89,GBR,ITA,2005,0.0
90,GBR,ITA,2006,0.0
91,GBR,ITA,2007,0.0
92,GBR,ITA,2008,95.0
93,GBR,ITA,2009,74.0
94,GBR,ITA,2010,93.0
95,GBR,ITA,2011,82.0
96,GBR,ITA,2012,63.0
97,GBR,ITA,2013,66.0
98,GBR,ITA,2014,75.0
99,GBR,ITA,2015,76.0
100,GBR,ITA,2016,119.0
101,GBR,ITA,2017,128.0
102,GBR,ITA,2018,231.0
103,GBR,ITA,2019,394.0
104,GBR,ITA,2020,338.0
105,GBR,MEX,2000,13.0
106,GBR,MEX,2001,13.0
107,GBR,MEX,2002,13.0
108,GBR,MEX,2003,0.0
109,GBR,MEX,2004,33.0
110,GBR,MEX,2005,32.0
111,GBR,MEX,2006,23.0
112,GBR,MEX,2007,26.0
113,GBR,MEX,2008,30.0
114,GBR,MEX,2009,30.0
115,GBR,MEX,2010,18.0
116,GBR,MEX,2011,11.0
117,GBR,MEX,2012,16.0
118,GBR,MEX,2013,12.0
119,GBR,MEX,2014,14.0
120,GBR,MEX,2015,17.0
121,GBR,MEX,2016,11.0
122,GBR,MEX,2017,14.0
123,GBR,MEX,2018,12.0
124,GBR,MEX,2019,11.0
125,GBR,MEX,2020,11.0
126,GBR,DEU,2000,299.0
127,GBR,DEU,2001,310.0
128,GBR,DEU,2002,258.0
129,GBR,DEU,2003,224.0
130,GBR,DEU,2004,263.0
131,GBR,DEU,2005,310.0
132,GBR,DEU,2006,264.0
133,GBR,DEU,2007,211.0
134,GBR,DEU,2008,232.0
135,GBR,DEU,2009,260.0
136,GBR,DEU,2010,256.0
137,GBR,DEU,2011,284.0
138,GBR,DEU,2012,325.0
139,GBR,DEU,2013,460.0
140,GBR,DEU,2014,515.0
141,GBR,DEU,2015,622.0
142,GBR,DEU,2016,2865.0
143,GBR,DEU,2017,7493.0
144,GBR,DEU,2018,6640.0
145,GBR,DEU,2019,14600.0
146,GBR,DEU,2020,4930.0
147,GBR,CHL,2000,1.0
148,GBR,CHL,2001,1.0
149,GBR,CHL,2002,1.0
150,GBR,CHL,2003,1.0
151,GBR,CHL,2004,1.0
152,GBR,CHL,2005,1.0
153,GBR,CHL,2006,0.0
154,GBR,CHL,2007,2.0
155,GBR,CHL,2008,0.0
156,GBR,CHL,2009,1.0
157,GBR,CHL,2010,1.0
158,GBR,CHL,2011,4.0
159,GBR,CHL,2012,0.0
160,GBR,CHL,2013,1.0
161,GBR,CHL,2014,1.0
162,GBR,CHL,2015,2.0
163,GBR,CHL,2016,1.0
164,GBR,CHL,2017,3.0
165,GBR,CHL,2018,4.0
166,GBR,CHL,2019,0.0
167,GBR,CHL,2020,3.0
168,GBR,USA,2000,11739.0
169,GBR,USA,2001,8059.0
170,GBR,USA,2002,8194.0
171,GBR,USA,2003,6717.0
172,GBR,USA,2004,7785.0
173,GBR,USA,2005,8087.0
174,GBR,USA,2006,9104.0
175,GBR,USA,2007,7752.0
176,GBR,USA,2008,15127.0
177,GBR,USA,2009,12183.0
178,GBR,USA,2010,10023.0
179,GBR,USA,2011,10945.0
180,GBR,USA,2012,10814.0
181,GBR,USA,2013,11066.0
182,GBR,USA,2014,10333.0
183,GBR,USA,2015,11638.0
184,GBR,USA,2016,11052.0
185,GBR,USA,2017,10485.0
186,GBR,USA,2018,12165.0
187,GBR,USA,2019,13907.0
188,GBR,USA,2020,10126.0
189,GBR,FRA,2000,290.0
190,GBR,FRA,2001,256.0
191,GBR,FRA,2002,256.0
192,GBR,FRA,2003,305.0
193,GBR,FRA,2004,302.5
194,GBR,FRA,2005,300.0
195,GBR,FRA,2006,276.6666666666667
196,GBR,FRA,2007,253.33333333333334
197,GBR,FRA,2008,230.0
198,GBR,FRA,2009,231.0
199,GBR,FRA,2010,205.0
200,GBR,FRA,2011,261.0
201,GBR,FRA,2012,335.0
202,GBR,FRA,2013,354.0
203,GBR,FRA,2014,279.0
204,GBR,FRA,2015,374.0
205,GBR,FRA,2016,517.0
206,GBR,FRA,2017,1733.0
207,GBR,FRA,2018,3268.0
208,GBR,FRA,2019,4088.0
209,GBR,FRA,2020,3146.0
210,GBR,POL,2000,20.0
211,GBR,POL,2001,7.0
212,GBR,POL,2002,20.0
213,GBR,POL,2003,14.0
214,GBR,POL,2004,21.0
215,GBR,POL,2005,18.0
216,GBR,POL,2006,1.0
217,GBR,POL,2007,6.0
218,GBR,POL,2008,2.0
219,GBR,POL,2009,6.0
220,GBR,POL,2010,9.0
221,GBR,POL,2011,7.0
222,GBR,POL,2012,9.0
223,GBR,POL,2013,16.0
224,GBR,POL,2014,7.0
225,GBR,POL,2015,8.0
226,GBR,POL,2016,6.0
227,GBR,POL,2017,7.0
228,GBR,POL,2018,29.0
229,GBR,POL,2019,47.0
230,GBR,POL,2020,40.0
231,GBR,LUX,2000,1.0
232,GBR,LUX,2001,0.0
233,GBR,LUX,2002,1.0
234,GBR,LUX,2003,2.0
235,GBR,LUX,2004,3.0
236,GBR,LUX,2005,1.0
237,GBR,LUX,2006,8.0
238,GBR,LUX,2007,5.0
239,GBR,LUX,2008,0.0
240,GBR,LUX,2009,62.0
241,GBR,LUX,2010,53.0
242,GBR,LUX,2011,44.0
243,GBR,LUX,2012,56.0
244,GBR,LUX,2013,37.0
245,GBR,LUX,2014,66.0
246,GBR,LUX,2015,75.0
247,GBR,LUX,2016,128.0
248,GBR,LUX,2017,384.0
249,GBR,LUX,2018,440.0
250,GBR,LUX,2019,431.0
251,GBR,LUX,2020,291.0
252,GBR,HUN,2000,1.0
253,GBR,HUN,2001,1.0
254,GBR,HUN,2002,1.0
255,GBR,HUN,2003,1.0
256,GBR,HUN,2004,1.0
257,GBR,HUN,2005,1.0
258,GBR,HUN,2006,1.0
259,GBR,HUN,2007,1.0
260,GBR,HUN,2008,1.0
261,GBR,HUN,2009,2.0
262,GBR,HUN,2010,4.0
263,GBR,HUN,2011,6.0
264,GBR,HUN,2012,8.0
265,GBR,HUN,2013,7.0
266,GBR,HUN,2014,4.0
267,GBR,HUN,2015,3.0
268,GBR,HUN,2016,11.0
269,GBR,HUN,2017,14.0
270,GBR,HUN,2018,22.0
271,GBR,HUN,2019,52.0
272,GBR,HUN,2020,35.0
273,GBR,NOR,2000,104.0
274,GBR,NOR,2001,57.0
275,GBR,NOR,2002,83.0
276,GBR,NOR,2003,68.0
277,GBR,NOR,2004,78.0
278,GBR,NOR,2005,92.0
279,GBR,NOR,2006,90.0
280,GBR,NOR,2007,58.0
281,GBR,NOR,2008,41.0
282,GBR,NOR,2009,54.0
283,GBR,NOR,2010,37.0
284,GBR,NOR,2011,51.0
285,GBR,NOR,2012,37.0
286,GBR,NOR,2013,52.0
287,GBR,NOR,2014,62.0
288,GBR,NOR,2015,54.0
289,GBR,NOR,2016,58.0
290,GBR,NOR,2017,71.0
291,GBR,NOR,2018,63.0
292,GBR,NOR,2019,23.0
293,GBR,NOR,2020,230.0
294,GBR,FIN,2000,8.0
295,GBR,FIN,2001,20.0
296,GBR,FIN,2002,5.0
297,GBR,FIN,2003,23.0
298,GBR,FIN,2004,23.0
299,GBR,FIN,2005,33.0
300,GBR,FIN,2006,16.0
301,GBR,FIN,2007,17.0
302,GBR,FIN,2008,28.0
303,GBR,FIN,2009,8.0
304,GBR,FIN,2010,20.0
305,GBR,FIN,2011,16.0
306,GBR,FIN,2012,20.0
307,GBR,FIN,2013,20.0
308,GBR,FIN,2014,13.0
309,GBR,FIN,2015,26.0
310,GBR,FIN,2016,31.0
311,GBR,FIN,2017,147.0
312,GBR,FIN,2018,134.0
313,GBR,FIN,2019,211.0
314,GBR,FIN,2020,126.0
315,GBR,IRL,2000,233.0
316,GBR,IRL,2001,233.0
317,GBR,IRL,2002,233.0
318,GBR,IRL,2003,233.0
319,GBR,IRL,2004,233.0
320,GBR,IRL,2005,233.0
321,GBR,IRL,2006,406.0
322,GBR,IRL,2007,141.0
323,GBR,IRL,2008,72.0
324,GBR,IRL,2009,32.0
325,GBR,IRL,2010,59.0
326,GBR,IRL,2011,68.0
327,GBR,IRL,2012,84.0
328,GBR,IRL,2013,55.0
329,GBR,IRL,2014,51.0
330,GBR,IRL,2015,54.0
331,GBR,IRL,2016,98.0
332,GBR,IRL,2017,529.0
333,GBR,IRL,2018,687.0
334,GBR,IRL,2019,665.0
335,GBR,IRL,2020,945.0
336,GBR,SWE,2000,50.0
337,GBR,SWE,2001,176.0
338,GBR,SWE,2002,265.0
339,GBR,SWE,2003,171.0
340,GBR,SWE,2004,144.0
341,GBR,SWE,2005,192.0
342,GBR,SWE,2006,204.0
343,GBR,SWE,2007,149.0
344,GBR,SWE,2008,165.0
345,GBR,SWE,2009,212.0
346,GBR,SWE,2010,392.0
347,GBR,SWE,2011,277.0
348,GBR,SWE,2012,296.0
349,GBR,SWE,2013,288.0
350,GBR,SWE,2014,424.0
351,GBR,SWE,2015,444.0
352,GBR,SWE,2016,960.0
353,GBR,SWE,2017,1228.0
354,GBR,SWE,2018,1340.0
355,GBR,SWE,2019,4495.0
356,GBR,SWE,2020,2151.0
357,GBR,ESP,2000,53.0
358,GBR,ESP,2001,53.0
359,GBR,ESP,2002,71.0
360,GBR,ESP,2003,64.0
361,GBR,ESP,2004,62.0
362,GBR,ESP,2005,64.0
363,GBR,ESP,2006,58.0
364,GBR,ESP,2007,58.0
365,GBR,ESP,2008,48.0
366,GBR,ESP,2009,23.0
367,GBR,ESP,2010,56.0
368,GBR,ESP,2011,49.0
369,GBR,ESP,2012,40.0
370,GBR,ESP,2013,50.0
371,GBR,ESP,2014,67.0
372,GBR,ESP,2015,28.0
373,GBR,ESP,2016,44.0
374,GBR,ESP,2017,54.0
375,GBR,ESP,2018,56.0
376,GBR,ESP,2019,235.0
377,GBR,ESP,2020,394.0
378,GBR,DNK,2000,71.0
379,GBR,DNK,2001,71.0
380,GBR,DNK,2002,71.0
381,GBR,DNK,2003,71.0
382,GBR,DNK,2004,71.0
383,GBR,DNK,2005,71.0
384,GBR,DNK,2006,71.0
385,GBR,DNK,2007,42.0
386,GBR,DNK,2008,30.0
387,GBR,DNK,2009,47.0
388,GBR,DNK,2010,34.0
389,GBR,DNK,2011,26.0
390,GBR,DNK,2012,21.0
391,GBR,DNK,2013,17.0
392,GBR,DNK,2014,21.0
393,GBR,DNK,2015,20.0
394,GBR,DNK,2016,85.0
395,GBR,DNK,2017,164.0
396,GBR,DNK,2018,143.0
397,GBR,DNK,2019,118.0
398,GBR,DNK,2020,692.0
399,GBR,CAN,2000,3772.0
400,GBR,CAN,2001,2964.0
401,GBR,CAN,2002,2698.0
402,GBR,CAN,2003,4366.0
403,GBR,CAN,2004,7452.0
404,GBR,CAN,2005,7002.0
405,GBR,CAN,2006,6652.0
406,GBR,CAN,2007,5260.0
407,GBR,CAN,2008,4724.0
408,GBR,CAN,2009,4372.0
409,GBR,CAN,2010,4506.0
410,GBR,CAN,2011,5971.0
411,GBR,CAN,2012,4298.0
412,GBR,CAN,2013,4721.0
413,GBR,CAN,2014,7293.0
414,GBR,CAN,2015,6255.0
415,GBR,CAN,2016,4158.0
416,GBR,CAN,2017,3005.0
417,GBR,CAN,2018,3515.0
418,GBR,CAN,2019,4844.0
419,GBR,CAN,2020,2020.0
420,GBR,ISL,2000,10.0
421,GBR,ISL,2001,6.0
422,GBR,ISL,2002,13.0
423,GBR,ISL,2003,15.0
424,GBR,ISL,2004,15.0
425,GBR,ISL,2005,10.0
426,GBR,ISL,2006,14.0
427,GBR,ISL,2007,5.0
428,GBR,ISL,2008,4.0
429,GBR,ISL,2009,4.0
430,GBR,ISL,2010,5.0
431,GBR,ISL,2011,7.0
432,GBR,ISL,2012,3.0
433,GBR,ISL,2013,2.0
434,GBR,ISL,2014,1.0
435,GBR,ISL,2015,3.0
436,GBR,ISL,2016,2.0
437,GBR,ISL,2017,5.0
438,GBR,ISL,2018,6.0
439,GBR,ISL,2019,8.0
440,GBR,ISL,2020,9.0
441,GBR,AUT,2000,3.0
442,GBR,AUT,2001,13.0
443,GBR,AUT,2002,8.0
444,GBR,AUT,2003,11.0
445,GBR,AUT,2004,12.0
446,GBR,AUT,2005,7.0
447,GBR,AUT,2006,1.0
448,GBR,AUT,2007,6.0
449,GBR,AUT,2008,6.0
450,GBR,AUT,2009,4.0
451,GBR,AUT,2010,4.0
452,GBR,AUT,2011,3.0
453,GBR,AUT,2012,3.0
454,GBR,AUT,2013,4.0
455,GBR,AUT,2014,3.0
456,GBR,AUT,2015,8.0
457,GBR,AUT,2016,9.0
458,GBR,AUT,2017,21.0
459,GBR,AUT,2018,40.0
460,GBR,AUT,2019,91.0
461,GBR,AUT,2020,125.0
462,GBR,AUS,2000,14314.0
463,GBR,AUS,2001,14073.0
464,GBR,AUS,2002,16607.0
465,GBR,AUS,2003,15303.0
466,GBR,AUS,2004,17569.0
467,GBR,AUS,2005,20510.0
468,GBR,AUS,2006,22637.0
469,GBR,AUS,2007,26922.0
470,GBR,AUS,2008,27032.0
471,GBR,AUS,2009,18206.0
472,GBR,AUS,2010,22284.0
473,GBR,AUS,2011,19101.0
474,GBR,AUS,2012,16401.0
475,GBR,AUS,2013,20478.0
476,GBR,AUS,2014,25884.0
477,GBR,AUS,2015,20583.0
478,GBR,AUS,2016,20949.0
479,GBR,AUS,2017,21069.0
480,GBR,AUS,2018,13875.0
481,GBR,AUS,2019,13366.0
482,GBR,AUS,2020,25018.0
483,GBR,NLD,2000,374.0
484,GBR,NLD,2001,356.0
485,GBR,NLD,2002,394.0
486,GBR,NLD,2003,294.0
487,GBR,NLD,2004,190.0
488,GBR,NLD,2005,221.0
489,GBR,NLD,2006,248.0
490,GBR,NLD,2007,240.0
491,GBR,NLD,2008,150.0
492,GBR,NLD,2009,211.0
493,GBR,NLD,2010,208.0
494,GBR,NLD,2011,207.0
495,GBR,NLD,2012,198.0
496,GBR,NLD,2013,165.0
497,GBR,NLD,2014,162.0
498,GBR,NLD,2015,166.0
499,GBR,NLD,2016,636.0
500,GBR,NLD,2017,1241.0
501,GBR,NLD,2018,1250.0
502,GBR,NLD,2019,2588.0
503,GBR,NLD,2020,1360.0
504,GBR,LVA,2000,0.0
505,GBR,LVA,2001,0.0
506,GBR,LVA,2002,0.0
507,GBR,LVA,2003,0.0
508,GBR,LVA,2004,0.0
509,GBR,LVA,2005,0.0
510,GBR,LVA,2006,0.0
511,GBR,LVA,2007,0.0
512,GBR,LVA,2008,0.0
513,GBR,LVA,2009,0.0
514,GBR,LVA,2010,1.0
515,GBR,LVA,2011,5.0
516,GBR,LVA,2012,9.0
517,GBR,LVA,2013,7.0
518,GBR,LVA,2014,16.0
519,GBR,LVA,2015,19.0
520,GBR,LVA,2016,130.0
521,GBR,LVA,2017,0.0
522,GBR,LVA,2018,0.0
523,GBR,LVA,2019,2.0
524,GBR,LVA,2020,2.0
525,GBR,NZL,2000,3679.0
526,GBR,NZL,2001,3034.0
527,GBR,NZL,2002,2184.0
528,GBR,NZL,2003,2278.0
529,GBR,NZL,2004,2369.0
530,GBR,NZL,2005,2837.0
531,GBR,NZL,2006,3275.0
532,GBR,NZL,2007,4023.0
533,GBR,NZL,2008,3847.0
534,GBR,NZL,2009,3254.0
535,GBR,NZL,2010,2814.0
536,GBR,NZL,2011,4808.0
537,GBR,NZL,2012,6039.0
538,GBR,NZL,2013,5299.0
539,GBR,NZL,2014,4883.0
540,GBR,NZL,2015,4382.0
541,GBR,NZL,2016,5405.0
542,GBR,NZL,2017,6552.0
543,GBR,NZL,2018,6074.0
544,GBR,NZL,2019,4896.0
545,GBR,NZL,2020,4147.0
546,BEL,GBR,2000,31.0
547,BEL,GBR,2001,31.0
548,BEL,GBR,2002,35.0
549,BEL,GBR,2003,39.0
550,BEL,GBR,2004,51.0
551,BEL,GBR,2005,56.0
552,BEL,GBR,2006,77.0
553,BEL,GBR,2007,42.0
554,BEL,GBR,2008,36.0
555,BEL,GBR,2009,27.0
556,BEL,GBR,2010,69.0
557,BEL,GBR,2011,51.0
558,BEL,GBR,2012,58.0
559,BEL,GBR,2013,76.0
560,BEL,GBR,2014,48.0
561,BEL,GBR,2015,114.0
562,BEL,GBR,2016,126.0
563,BEL,GBR,2017,319.0
564,BEL,GBR,2018,440.0
565,BEL,GBR,2019,476.0
566,BEL,GBR,2020,386.0
567,BEL,GRC,2000,2.0
568,BEL,GRC,2001,2.0
569,BEL,GRC,2002,2.0
570,BEL,GRC,2003,2.0
571,BEL,GRC,2004,2.0
572,BEL,GRC,2005,2.0
573,BEL,GRC,2006,2.0
574,BEL,GRC,2007,2.0
575,BEL,GRC,2008,9.0
576,BEL,GRC,2009,13.0
577,BEL,GRC,2010,12.0
578,BEL,GRC,2011,4.0
579,BEL,GRC,2012,3.0
580,BEL,GRC,2013,7.0
581,BEL,GRC,2014,3.0
582,BEL,GRC,2015,6.0
583,BEL,GRC,2016,5.0
584,BEL,GRC,2017,3.0
585,BEL,GRC,2018,5.0
586,BEL,GRC,2019,1.0
587,BEL,GRC,2020,2.0
588,BEL,CHE,2000,83.0
589,BEL,CHE,2001,53.0
590,BEL,CHE,2002,118.0
591,BEL,CHE,2003,123.83333333333333
592,BEL,CHE,2004,129.66666666666666
593,BEL,CHE,2005,135.5
594,BEL,CHE,2006,141.33333333333334
595,BEL,CHE,2007,147.16666666666666
596,BEL,CHE,2008,153.0
597,BEL,CHE,2009,173.0
598,BEL,CHE,2010,209.0
599,BEL,CHE,2011,156.0
600,BEL,CHE,2012,218.0
601,BEL,CHE,2013,222.0
602,BEL,CHE,2014,219.0
603,BEL,CHE,2015,247.0
604,BEL,CHE,2016,367.0
605,BEL,CHE,2017,421.0
606,BEL,CHE,2018,359.0
607,BEL,CHE,2019,296.0
608,BEL,CHE,2020,232.0
609,BEL,SVN,2000,0.0
610,BEL,SVN,2001,0.0
611,BEL,SVN,2002,0.0
612,BEL,SVN,2003,0.0
613,BEL,SVN,2004,0.0
614,BEL,SVN,2005,0.0
615,BEL,SVN,2006,0.0
616,BEL,SVN,2007,0.0
617,BEL,SVN,2008,0.0
618,BEL,SVN,2009,1.0
619,BEL,SVN,2010,1.0
620,BEL,SVN,2011,2.0
621,BEL,SVN,2012,0.0
622,BEL,SVN,2013,0.0
623,BEL,SVN,2014,0.0
624,BEL,SVN,2015,0.0
625,BEL,SVN,2016,0.0
626,BEL,SVN,2017,0.0
627,BEL,SVN,2018,1.0
628,BEL,SVN,2019,1.0
629,BEL,SVN,2020,0.0
630,BEL,ITA,2000,13.0
631,BEL,ITA,2001,13.0
632,BEL,ITA,2002,13.0
633,BEL,ITA,2003,13.0
634,BEL,ITA,2004,13.0
635,BEL,ITA,2005,13.0
636,BEL,ITA,2006,13.0
637,BEL,ITA,2007,13.0
638,BEL,ITA,2008,13.0
639,BEL,ITA,2009,14.0
640,BEL,ITA,2010,16.0
641,BEL,ITA,2011,30.0
642,BEL,ITA,2012,12.0
643,BEL,ITA,2013,38.0
644,BEL,ITA,2014,21.0
645,BEL,ITA,2015,29.0
646,BEL,ITA,2016,27.0
647,BEL,ITA,2017,38.0
648,BEL,ITA,2018,28.0
649,BEL,ITA,2019,27.0
650,BEL,ITA,2020,20.0
651,BEL,MEX,2000,4.0
652,BEL,MEX,2001,4.0
653,BEL,MEX,2002,4.0
654,BEL,MEX,2003,0.0
655,BEL,MEX,2004,2.0
656,BEL,MEX,2005,3.0
657,BEL,MEX,2006,2.0
658,BEL,MEX,2007,6.0
659,BEL,MEX,2008,9.0
660,BEL,MEX,2009,17.0
661,BEL,MEX,2010,8.0
662,BEL,MEX,2011,6.0
663,BEL,MEX,2012,5.0
664,BEL,MEX,2013,4.0
665,BEL,MEX,2014,6.0
666,BEL,MEX,2015,9.0
667,BEL,MEX,2016,3.0
668,BEL,MEX,2017,8.0
669,BEL,MEX,2018,6.0
670,BEL,MEX,2019,6.0
671,BEL,MEX,2020,6.0
672,BEL,DEU,2000,137.0
673,BEL,DEU,2001,101.0
674,BEL,DEU,2002,80.0
675,BEL,DEU,2003,90.0
676,BEL,DEU,2004,70.0
677,BEL,DEU,2005,49.0
678,BEL,DEU,2006,73.0
679,BEL,DEU,2007,71.0
680,BEL,DEU,2008,94.0
681,BEL,DEU,2009,82.0
682,BEL,DEU,2010,78.0
683,BEL,DEU,2011,74.0
684,BEL,DEU,2012,91.0
685,BEL,DEU,2013,114.0
686,BEL,DEU,2014,161.0
687,BEL,DEU,2015,156.0
688,BEL,DEU,2016,166.0
689,BEL,DEU,2017,185.0
690,BEL,DEU,2018,155.0
691,BEL,DEU,2019,125.0
692,BEL,DEU,2020,130.0
693,BEL,CHL,2000,0.0
694,BEL,CHL,2001,0.0
695,BEL,CHL,2002,0.0
696,BEL,CHL,2003,0.0
697,BEL,CHL,2004,0.0
698,BEL,CHL,2005,0.0
699,BEL,CHL,2006,0.0
700,BEL,CHL,2007,0.0
701,BEL,CHL,2008,0.0
702,BEL,CHL,2009,0.0
703,BEL,CHL,2010,0.0
704,BEL,CHL,2011,1.0
705,BEL,CHL,2012,2.0
706,BEL,CHL,2013,3.0
707,BEL,CHL,2014,2.0
708,BEL,CHL,2015,0.0
709,BEL,CHL,2016,1.0
710,BEL,CHL,2017,0.0
711,BEL,CHL,2018,1.0
712,BEL,CHL,2019,0.0
713,BEL,CHL,2020,0.0
714,BEL,USA,2000,362.0
715,BEL,USA,2001,296.0
716,BEL,USA,2002,265.0
717,BEL,USA,2003,250.0
718,BEL,USA,2004,232.0
719,BEL,USA,2005,247.0
720,BEL,USA,2006,355.0
721,BEL,USA,2007,248.0
722,BEL,USA,2008,748.0
723,BEL,USA,2009,704.0
724,BEL,USA,2010,523.0
725,BEL,USA,2011,552.0
726,BEL,USA,2012,559.0
727,BEL,USA,2013,534.0
728,BEL,USA,2014,429.0
729,BEL,USA,2015,519.0
730,BEL,USA,2016,563.0
731,BEL,USA,2017,508.0
732,BEL,USA,2018,531.0
733,BEL,USA,2019,611.0
734,BEL,USA,2020,438.0
735,BEL,FRA,2000,361.0
736,BEL,FRA,2001,394.0
737,BEL,FRA,2002,386.14285714285717
738,BEL,FRA,2003,378.2857142857143
739,BEL,FRA,2004,370.42857142857144
740,BEL,FRA,2005,362.57142857142856
741,BEL,FRA,2006,354.7142857142857
742,BEL,FRA,2007,346.8571428571429
743,BEL,FRA,2008,339.0
744,BEL,FRA,2009,388.0
745,BEL,FRA,2010,453.0
746,BEL,FRA,2011,559.0
747,BEL,FRA,2012,457.0
748,BEL,FRA,2013,452.0
749,BEL,FRA,2014,379.0
750,BEL,FRA,2015,399.0
751,BEL,FRA,2016,374.0
752,BEL,FRA,2017,384.0
753,BEL,FRA,2018,422.0
754,BEL,FRA,2019,390.0
755,BEL,FRA,2020,287.0
756,BEL,POL,2000,4.0
757,BEL,POL,2001,3.0
758,BEL,POL,2002,2.7142857142857144
759,BEL,POL,2003,2.428571428571429
760,BEL,POL,2004,2.142857142857143
761,BEL,POL,2005,1.8571428571428572
762,BEL,POL,2006,1.5714285714285716
763,BEL,POL,2007,1.2857142857142858
764,BEL,POL,2008,1.0
765,BEL,POL,2009,13.0
766,BEL,POL,2010,4.0
767,BEL,POL,2011,4.0
768,BEL,POL,2012,5.0
769,BEL,POL,2013,19.0
770,BEL,POL,2014,1.0
771,BEL,POL,2015,4.0
772,BEL,POL,2016,1.0
773,BEL,POL,2017,0.0
774,BEL,POL,2018,0.0
775,BEL,POL,2019,2.0
776,BEL,POL,2020,2.0
777,BEL,LUX,2000,72.0
778,BEL,LUX,2001,39.0
779,BEL,LUX,2002,87.0
780,BEL,LUX,2003,73.0
781,BEL,LUX,2004,83.0
782,BEL,LUX,2005,101.0
783,BEL,LUX,2006,87.0
784,BEL,LUX,2007,97.0
785,BEL,LUX,2008,77.0
786,BEL,LUX,2009,224.0
787,BEL,LUX,2010,258.0
788,BEL,LUX,2011,450.0
789,BEL,LUX,2012,1581.0
790,BEL,LUX,2013,1577.0
791,BEL,LUX,2014,1346.0
792,BEL,LUX,2015,1264.0
793,BEL,LUX,2016,1836.0
794,BEL,LUX,2017,1624.0
795,BEL,LUX,2018,1598.0
796,BEL,LUX,2019,1335.0
797,BEL,LUX,2020,1013.0
798,BEL,HUN,2000,1.0
799,BEL,HUN,2001,1.0
800,BEL,HUN,2002,1.0
801,BEL,HUN,2003,1.0
802,BEL,HUN,2004,1.0
803,BEL,HUN,2005,1.0
804,BEL,HUN,2006,1.0
805,BEL,HUN,2007,1.0
806,BEL,HUN,2008,1.0
807,BEL,HUN,2009,0.0
808,BEL,HUN,2010,0.0
809,BEL,HUN,2011,3.0
810,BEL,HUN,2012,3.0
811,BEL,HUN,2013,6.0
812,BEL,HUN,2014,1.0
813,BEL,HUN,2015,2.0
814,BEL,HUN,2016,6.0
815,BEL,HUN,2017,0.0
