country,year,feature,value
DMA,2011,hdi,0.702
DMA,2012,hdi,0.706
DMA,2013,hdi,0.699
DMA,2014,hdi,0.705
DMA,2015,hdi,0.7
DMA,2016,hdi,0.709
DMA,2017,hdi,0.692
DMA,2018,hdi,0.726
DMA,2019,hdi,0.729
DMA,2010,hdi,0.711
DMA,2011,hdi,0.702
DMA,2012,hdi,0.706
DMA,2013,hdi,0.699
DMA,2014,hdi,0.705
DMA,2015,hdi,0.7
DMA,2016,hdi,0.709
DMA,2017,hdi,0.692
DMA,2018,hdi,0.726
DMA,2019,hdi,0.729
DMA,2020,hdi,0.722
DNK,2010,hdi,0.913
DNK,2011,hdi,0.926
DNK,2012,hdi,0.931
DNK,2013,hdi,0.933
DNK,2014,hdi,0.932
DNK,2015,hdi,0.936
DNK,2016,hdi,0.943
DNK,2017,hdi,0.944
DNK,2018,hdi,0.942
DNK,2019,hdi,0.946
DNK,2010,hdi,0.913
DNK,2011,hdi,0.926
DNK,2012,hdi,0.931
DNK,2013,hdi,0.933
DNK,2014,hdi,0.932
DNK,2015,hdi,0.936
DNK,2016,hdi,0.943
DNK,2017,hdi,0.944
DNK,2018,hdi,0.942
DNK,2019,hdi,0.946
DNK,2020,hdi,0.947
DOM,2010,hdi,0.708
DOM,2011,hdi,0.713
DOM,2012,hdi,0.718
DOM,2013,hdi,0.722
DOM,2014,hdi,0.728
DOM,2015,hdi,0.736
DOM,2016,hdi,0.755
DOM,2017,hdi,0.757
DOM,2018,hdi,0.764
DOM,2019,hdi,0.771
DOM,2010,hdi,0.708
DOM,2011,hdi,0.713
DOM,2012,hdi,0.718
DOM,2013,hdi,0.722
DOM,2014,hdi,0.728
DOM,2015,hdi,0.736
DOM,2016,hdi,0.755
DOM,2017,hdi,0.757
DOM,2018,hdi,0.764
DOM,2019,hdi,0.771
DOM,2020,hdi,0.764
DZA,2010,hdi,0.721
DZA,2011,hdi,0.727
DZA,2012,hdi,0.729
DZA,2013,hdi,0.731
DZA,2014,hdi,0.735
DZA,2015,hdi,0.74
DZA,2016,hdi,0.743
DZA,2017,hdi,0.744
DZA,2018,hdi,0.745
DZA,2019,hdi,0.748
DZA,2010,hdi,0.721
DZA,2011,hdi,0.727
DZA,2012,hdi,0.729
DZA,2013,hdi,0.731
DZA,2014,hdi,0.735
DZA,2015,hdi,0.74
DZA,2016,hdi,0.743
DZA,2017,hdi,0.744
DZA,2018,hdi,0.745
DZA,2019,hdi,0.748
DZA,2020,hdi,0.736
ECU,2010,hdi,0.736
ECU,2011,hdi,0.743
ECU,2012,hdi,0.751
ECU,2013,hdi,0.755
ECU,2014,hdi,0.76
ECU,2015,hdi,0.765
ECU,2016,hdi,0.762
ECU,2017,hdi,0.762
ECU,2018,hdi,0.762
ECU,2019,hdi,0.76
ECU,2010,hdi,0.736
ECU,2011,hdi,0.743
ECU,2012,hdi,0.751
ECU,2013,hdi,0.755
ECU,2014,hdi,0.76
ECU,2015,hdi,0.765
ECU,2016,hdi,0.762
ECU,2017,hdi,0.762
ECU,2018,hdi,0.762
ECU,2019,hdi,0.76
ECU,2020,hdi,0.731
EGY,2010,hdi,0.675
EGY,2011,hdi,0.679
EGY,2012,hdi,0.688
EGY,2013,hdi,0.694
EGY,2014,hdi,0.699
EGY,2015,hdi,0.706
EGY,2016,hdi,0.713
EGY,2017,hdi,0.721
EGY,2018,hdi,0.729
EGY,2019,hdi,0.735
EGY,2010,hdi,0.675
EGY,2011,hdi,0.679
EGY,2012,hdi,0.688
EGY,2013,hdi,0.694
EGY,2014,hdi,0.699
EGY,2015,hdi,0.706
EGY,2016,hdi,0.713
EGY,2017,hdi,0.721
EGY,2018,hdi,0.729
EGY,2019,hdi,0.735
EGY,2020,hdi,0.734
ERI,2010,hdi,0.463
ERI,2011,hdi,0.481
ERI,2012,hdi,0.486
ERI,2013,hdi,0.483
ERI,2014,hdi,0.502
ERI,2015,hdi,0.483
ERI,2016,hdi,0.488
ERI,2017,hdi,0.484
ERI,2018,hdi,0.493
ERI,2019,hdi,0.495
ERI,2010,hdi,0.463
ERI,2011,hdi,0.481
ERI,2012,hdi,0.486
ERI,2013,hdi,0.483
ERI,2014,hdi,0.502
ERI,2015,hdi,0.483
ERI,2016,hdi,0.488
ERI,2017,hdi,0.484
ERI,2018,hdi,0.493
ERI,2019,hdi,0.495
ERI,2020,hdi,0.494
ESP,2010,hdi,0.868
ESP,2011,hdi,0.872
ESP,2012,hdi,0.874
ESP,2013,hdi,0.88
ESP,2014,hdi,0.884
ESP,2015,hdi,0.889
ESP,2016,hdi,0.895
ESP,2017,hdi,0.897
ESP,2018,hdi,0.901
ESP,2019,hdi,0.908
ESP,2010,hdi,0.868
ESP,2011,hdi,0.872
ESP,2012,hdi,0.874
ESP,2013,hdi,0.88
ESP,2014,hdi,0.884
ESP,2015,hdi,0.889
ESP,2016,hdi,0.895
ESP,2017,hdi,0.897
ESP,2018,hdi,0.901
ESP,2019,hdi,0.908
ESP,2020,hdi,0.899
EST,2010,hdi,0.861
EST,2011,hdi,0.871
EST,2012,hdi,0.874
EST,2013,hdi,0.88
EST,2014,hdi,0.879
EST,2015,hdi,0.882
EST,2016,hdi,0.885
EST,2017,hdi,0.887
EST,2018,hdi,0.891
EST,2019,hdi,0.896
EST,2010,hdi,0.861
EST,2011,hdi,0.871
EST,2012,hdi,0.874
EST,2013,hdi,0.88
EST,2014,hdi,0.879
EST,2015,hdi,0.882
EST,2016,hdi,0.885
EST,2017,hdi,0.887
EST,2018,hdi,0.891
EST,2019,hdi,0.896
EST,2020,hdi,0.892
ETH,2010,hdi,0.412
ETH,2011,hdi,0.422
ETH,2012,hdi,0.43
ETH,2013,hdi,0.441
ETH,2014,hdi,0.45
ETH,2015,hdi,0.46
ETH,2016,hdi,0.47
ETH,2017,hdi,0.48
ETH,2018,hdi,0.489
ETH,2019,hdi,0.498
ETH,2010,hdi,0.412
ETH,2011,hdi,0.422
ETH,2012,hdi,0.43
ETH,2013,hdi,0.441
ETH,2014,hdi,0.45
ETH,2015,hdi,0.46
ETH,2016,hdi,0.47
ETH,2017,hdi,0.48
ETH,2018,hdi,0.489
ETH,2019,hdi,0.498
ETH,2020,hdi,0.498
FIN,2010,hdi,0.911
FIN,2011,hdi,0.915
FIN,2012,hdi,0.915
FIN,2013,hdi,0.926
FIN,2014,hdi,0.927
FIN,2015,hdi,0.93
FIN,2016,hdi,0.931
FIN,2017,hdi,0.934
FIN,2018,hdi,0.936
FIN,2019,hdi,0.939
FIN,2010,hdi,0.911
FIN,2011,hdi,0.915
FIN,2012,hdi,0.915
FIN,2013,hdi,0.926
FIN,2014,hdi,0.927
FIN,2015,hdi,0.93
FIN,2016,hdi,0.931
FIN,2017,hdi,0.934
FIN,2018,hdi,0.936
FIN,2019,hdi,0.939
FIN,2020,hdi,0.938
FJI,2010,hdi,0.714
FJI,2011,hdi,0.719
FJI,2012,hdi,0.721
FJI,2013,hdi,0.726
FJI,2014,hdi,0.729
FJI,2015,hdi,0.729
FJI,2016,hdi,0.735
FJI,2017,hdi,0.741
FJI,2018,hdi,0.745
FJI,2019,hdi,0.746
FJI,2010,hdi,0.714
FJI,2011,hdi,0.719
FJI,2012,hdi,0.721
FJI,2013,hdi,0.726
FJI,2014,hdi,0.729
FJI,2015,hdi,0.729
FJI,2016,hdi,0.735
FJI,2017,hdi,0.741
FJI,2018,hdi,0.745
FJI,2019,hdi,0.746
FJI,2020,hdi,0.737
FRA,2010,hdi,0.877
FRA,2011,hdi,0.881
FRA,2012,hdi,0.882
FRA,2013,hdi,0.887
FRA,2014,hdi,0.892
FRA,2015,hdi,0.892
FRA,2016,hdi,0.895
FRA,2017,hdi,0.898
FRA,2018,hdi,0.901
FRA,2019,hdi,0.905
FRA,2010,hdi,0.877
FRA,2011,hdi,0.881
FRA,2012,hdi,0.882
FRA,2013,hdi,0.887
FRA,2014,hdi,0.892
FRA,2015,hdi,0.892
FRA,2016,hdi,0.895
FRA,2017,hdi,0.898
FRA,2018,hdi,0.901
FRA,2019,hdi,0.905
FRA,2020,hdi,0.898
FSM,2010,hdi,0.625
FSM,2011,hdi,0.628
FSM,2012,hdi,0.628
FSM,2013,hdi,0.626
FSM,2014,hdi,0.625
FSM,2015,hdi,0.626
FSM,2016,hdi,0.629
FSM,2017,hdi,0.632
FSM,2018,hdi,0.633
FSM,2019,hdi,0.633
FSM,2010,hdi,0.625
FSM,2011,hdi,0.628
FSM,2012,hdi,0.628
FSM,2013,hdi,0.626
FSM,2014,hdi,0.625
FSM,2015,hdi,0.626
FSM,2016,hdi,0.629
FSM,2017,hdi,0.632
FSM,2018,hdi,0.633
FSM,2019,hdi,0.633
FSM,2020,hdi,0.629
GAB,2010,hdi,0.664
GAB,2011,hdi,0.668
GAB,2012,hdi,0.679
GAB,2013,hdi,0.685
GAB,2014,hdi,0.694
GAB,2015,hdi,0.699
GAB,2016,hdi,0.702
GAB,2017,hdi,0.706
GAB,2018,hdi,0.706
GAB,2019,hdi,0.709
GAB,2010,hdi,0.664
GAB,2011,hdi,0.668
GAB,2012,hdi,0.679
GAB,2013,hdi,0.685
GAB,2014,hdi,0.694
GAB,2015,hdi,0.699
GAB,2016,hdi,0.702
GAB,2017,hdi,0.706
GAB,2018,hdi,0.706
GAB,2019,hdi,0.709
GAB,2020,hdi,0.71
GBR,2010,hdi,0.912
GBR,2011,hdi,0.908
GBR,2012,hdi,0.909
GBR,2013,hdi,0.922
GBR,2014,hdi,0.924
GBR,2015,hdi,0.924
GBR,2016,hdi,0.927
GBR,2017,hdi,0.93
GBR,2018,hdi,0.929
GBR,2019,hdi,0.935
GBR,2010,hdi,0.912
GBR,2011,hdi,0.908
GBR,2012,hdi,0.909
GBR,2013,hdi,0.922
GBR,2014,hdi,0.924
GBR,2015,hdi,0.924
GBR,2016,hdi,0.927
GBR,2017,hdi,0.93
GBR,2018,hdi,0.929
GBR,2019,hdi,0.935
GBR,2020,hdi,0.924
GEO,2010,hdi,0.759
GEO,2011,hdi,0.766
GEO,2012,hdi,0.773
GEO,2013,hdi,0.777
GEO,2014,hdi,0.784
GEO,2015,hdi,0.79
GEO,2016,hdi,0.794
GEO,2017,hdi,0.8
GEO,2018,hdi,0.804
GEO,2019,hdi,0.81
GEO,2010,hdi,0.759
GEO,2011,hdi,0.766
GEO,2012,hdi,0.773
GEO,2013,hdi,0.777
GEO,2014,hdi,0.784
GEO,2015,hdi,0.79
GEO,2016,hdi,0.794
GEO,2017,hdi,0.8
GEO,2018,hdi,0.804
GEO,2019,hdi,0.81
GEO,2020,hdi,0.802
GHA,2010,hdi,0.574
GHA,2011,hdi,0.585
GHA,2012,hdi,0.592
GHA,2013,hdi,0.6
GHA,2014,hdi,0.6
GHA,2015,hdi,0.607
GHA,2016,hdi,0.611
GHA,2017,hdi,0.616
GHA,2018,hdi,0.62
GHA,2019,hdi,0.631
GHA,2010,hdi,0.574
GHA,2011,hdi,0.585
GHA,2012,hdi,0.592
GHA,2013,hdi,0.6
GHA,2014,hdi,0.6
GHA,2015,hdi,0.607
GHA,2016,hdi,0.611
GHA,2017,hdi,0.616
GHA,2018,hdi,0.62
GHA,2019,hdi,0.631
GHA,2020,hdi,0.632
GIN,2010,hdi,0.415
GIN,2011,hdi,0.42
GIN,2012,hdi,0.425
GIN,2013,hdi,0.429
GIN,2014,hdi,0.435
GIN,2015,hdi,0.44
GIN,2016,hdi,0.45
GIN,2017,hdi,0.458
GIN,2018,hdi,0.462
GIN,2019,hdi,0.467
GIN,2010,hdi,0.415
GIN,2011,hdi,0.42
GIN,2012,hdi,0.425
GIN,2013,hdi,0.429
GIN,2014,hdi,0.435
GIN,2015,hdi,0.44
GIN,2016,hdi,0.45
GIN,2017,hdi,0.458
GIN,2018,hdi,0.462
GIN,2019,hdi,0.467
GIN,2020,hdi,0.466
GMB,2010,hdi,0.46
GMB,2011,hdi,0.46
GMB,2012,hdi,0.467
GMB,2013,hdi,0.471
GMB,2014,hdi,0.473
GMB,2015,hdi,0.478
GMB,2016,hdi,0.484
GMB,2017,hdi,0.489
GMB,2018,hdi,0.495
GMB,2019,hdi,0.503
GMB,2010,hdi,0.46
GMB,2011,hdi,0.46
GMB,2012,hdi,0.467
GMB,2013,hdi,0.471
GMB,2014,hdi,0.473
GMB,2015,hdi,0.478
GMB,2016,hdi,0.484
GMB,2017,hdi,0.489
GMB,2018,hdi,0.495
GMB,2019,hdi,0.503
GMB,2020,hdi,0.501
GNB,2010,hdi,0.443
GNB,2011,hdi,0.452
GNB,2012,hdi,0.456
GNB,2013,hdi,0.46
GNB,2014,hdi,0.466
GNB,2015,hdi,0.472
GNB,2016,hdi,0.478
GNB,2017,hdi,0.481
GNB,2018,hdi,0.482
GNB,2019,hdi,0.49
GNB,2010,hdi,0.443
GNB,2011,hdi,0.452
GNB,2012,hdi,0.456
GNB,2013,hdi,0.46
GNB,2014,hdi,0.466
GNB,2015,hdi,0.472
GNB,2016,hdi,0.478
GNB,2017,hdi,0.481
GNB,2018,hdi,0.482
GNB,2019,hdi,0.49
GNB,2020,hdi,0.483
GNQ,2010,hdi,0.579
GNQ,2011,hdi,0.585
GNQ,2012,hdi,0.592
GNQ,2013,hdi,0.594
GNQ,2014,hdi,0.598
GNQ,2015,hdi,0.603
GNQ,2016,hdi,0.603
GNQ,2017,hdi,0.601
GNQ,2018,hdi,0.601
GNQ,2019,hdi,0.605
GNQ,2010,hdi,0.579
GNQ,2011,hdi,0.585
GNQ,2012,hdi,0.592
GNQ,2013,hdi,0.594
GNQ,2014,hdi,0.598
GNQ,2015,hdi,0.603
GNQ,2016,hdi,0.603
GNQ,2017,hdi,0.601
GNQ,2018,hdi,0.601
GNQ,2019,hdi,0.605
GNQ,2020,hdi,0.599
GRC,2010,hdi,0.869
GRC,2011,hdi,0.865
GRC,2012,hdi,0.866
GRC,2013,hdi,0.871
GRC,2014,hdi,0.879
GRC,2015,hdi,0.88
GRC,2016,hdi,0.877
GRC,2017,hdi,0.88
GRC,2018,hdi,0.886
GRC,2019,hdi,0.889
GRC,2010,hdi,0.869
GRC,2011,hdi,0.865
GRC,2012,hdi,0.866
GRC,2013,hdi,0.871
GRC,2014,hdi,0.879
GRC,2015,hdi,0.88
GRC,2016,hdi,0.877
GRC,2017,hdi,0.88
GRC,2018,hdi,0.886
GRC,2019,hdi,0.889
GRC,2020,hdi,0.886
GRD,2010,hdi,0.782
GRD,2011,hdi,0.786
GRD,2012,hdi,0.784
GRD,2013,hdi,0.787
GRD,2014,hdi,0.787
GRD,2015,hdi,0.79
GRD,2016,hdi,0.791
GRD,2017,hdi,0.794
GRD,2018,hdi,0.797
GRD,2019,hdi,0.8
GRD,2010,hdi,0.782
GRD,2011,hdi,0.786
GRD,2012,hdi,0.784
GRD,2013,hdi,0.787
GRD,2014,hdi,0.787
GRD,2015,hdi,0.79
GRD,2016,hdi,0.791
GRD,2017,hdi,0.794
GRD,2018,hdi,0.797
GRD,2019,hdi,0.8
GRD,2020,hdi,0.792
GTM,2010,hdi,0.605
GTM,2011,hdi,0.611
GTM,2012,hdi,0.616
GTM,2013,hdi,0.62
GTM,2014,hdi,0.637
GTM,2015,hdi,0.639
GTM,2016,hdi,0.639
GTM,2017,hdi,0.64
GTM,2018,hdi,0.64
GTM,2019,hdi,0.642
GTM,2010,hdi,0.605
GTM,2011,hdi,0.611
GTM,2012,hdi,0.616
GTM,2013,hdi,0.62
GTM,2014,hdi,0.637
GTM,2015,hdi,0.639
GTM,2016,hdi,0.639
GTM,2017,hdi,0.64
GTM,2018,hdi,0.64
GTM,2019,hdi,0.642
GTM,2020,hdi,0.635
GUY,2010,hdi,0.656
GUY,2011,hdi,0.665
GUY,2012,hdi,0.669
GUY,2013,hdi,0.673
GUY,2014,hdi,0.681
GUY,2015,hdi,0.684
GUY,2016,hdi,0.691
GUY,2017,hdi,0.695
GUY,2018,hdi,0.701
GUY,2019,hdi,0.708
GUY,2010,hdi,0.656
GUY,2011,hdi,0.665
GUY,2012,hdi,0.669
GUY,2013,hdi,0.673
GUY,2014,hdi,0.681
GUY,2015,hdi,0.684
GUY,2016,hdi,0.691
GUY,2017,hdi,0.695
GUY,2018,hdi,0.701
GUY,2019,hdi,0.708
GUY,2020,hdi,0.721
HKG,2010,hdi,0.907
HKG,2011,hdi,0.914
HKG,2012,hdi,0.918
HKG,2013,hdi,0.924
HKG,2014,hdi,0.93
HKG,2015,hdi,0.935
HKG,2016,hdi,0.938
HKG,2017,hdi,0.944
HKG,2018,hdi,0.949
HKG,2019,hdi,0.952
HKG,2010,hdi,0.907
HKG,2011,hdi,0.914
HKG,2012,hdi,0.918
HKG,2013,hdi,0.924
HKG,2014,hdi,0.93
HKG,2015,hdi,0.935
HKG,2016,hdi,0.938
HKG,2017,hdi,0.944
HKG,2018,hdi,0.949
HKG,2019,hdi,0.952
HKG,2020,hdi,0.949
HND,2010,hdi,0.597
HND,2011,hdi,0.6
HND,2012,hdi,0.599
HND,2013,hdi,0.603
HND,2014,hdi,0.606
HND,2015,hdi,0.613
HND,2016,hdi,0.618
HND,2017,hdi,0.617
HND,2018,hdi,0.617
HND,2019,hdi,0.632
HND,2010,hdi,0.597
HND,2011,hdi,0.6
HND,2012,hdi,0.599
HND,2013,hdi,0.603
HND,2014,hdi,0.606
HND,2015,hdi,0.613
HND,2016,hdi,0.618
HND,2017,hdi,0.617
HND,2018,hdi,0.617
HND,2019,hdi,0.632
HND,2020,hdi,0.621
HRV,2010,hdi,0.821
HRV,2011,hdi,0.826
HRV,2012,hdi,0.83
HRV,2013,hdi,0.838
HRV,2014,hdi,0.841
HRV,2015,hdi,0.843
HRV,2016,hdi,0.848
HRV,2017,hdi,0.852
HRV,2018,hdi,0.856
HRV,2019,hdi,0.861
HRV,2010,hdi,0.821
HRV,2011,hdi,0.826
HRV,2012,hdi,0.83
HRV,2013,hdi,0.838
HRV,2014,hdi,0.841
HRV,2015,hdi,0.843
HRV,2016,hdi,0.848
HRV,2017,hdi,0.852
HRV,2018,hdi,0.856
HRV,2019,hdi,0.861
HRV,2020,hdi,0.855
HTI,2010,hdi,0.433
HTI,2011,hdi,0.512
HTI,2012,hdi,0.517
HTI,2013,hdi,0.521
HTI,2014,hdi,0.525
HTI,2015,hdi,0.529
HTI,2016,hdi,0.532
HTI,2017,hdi,0.539
HTI,2018,hdi,0.541
HTI,2019,hdi,0.543
HTI,2010,hdi,0.433
HTI,2011,hdi,0.512
HTI,2012,hdi,0.517
HTI,2013,hdi,0.521
HTI,2014,hdi,0.525
HTI,2015,hdi,0.529
HTI,2016,hdi,0.532
HTI,2017,hdi,0.539
HTI,2018,hdi,0.541
HTI,2019,hdi,0.543
HTI,2020,hdi,0.54
HUN,2010,hdi,0.828
HUN,2011,hdi,0.83
HUN,2012,hdi,0.831
HUN,2013,hdi,0.84
HUN,2014,hdi,0.838
HUN,2015,hdi,0.838
HUN,2016,hdi,0.843
HUN,2017,hdi,0.845
HUN,2018,hdi,0.849
HUN,2019,hdi,0.853
HUN,2010,hdi,0.828
HUN,2011,hdi,0.83
HUN,2012,hdi,0.831
HUN,2013,hdi,0.84
HUN,2014,hdi,0.838
HUN,2015,hdi,0.838
HUN,2016,hdi,0.843
HUN,2017,hdi,0.845
HUN,2018,hdi,0.849
HUN,2019,hdi,0.853
HUN,2020,hdi,0.849
IDN,2010,hdi,0.664
IDN,2011,hdi,0.671
IDN,2012,hdi,0.678
IDN,2013,hdi,0.683
IDN,2014,hdi,0.687
IDN,2015,hdi,0.695
IDN,2016,hdi,0.699
IDN,2017,hdi,0.704
IDN,2018,hdi,0.71
IDN,2019,hdi,0.716
IDN,2010,hdi,0.664
IDN,2011,hdi,0.671
IDN,2012,hdi,0.678
IDN,2013,hdi,0.683
IDN,2014,hdi,0.687
IDN,2015,hdi,0.695
IDN,2016,hdi,0.699
IDN,2017,hdi,0.704
IDN,2018,hdi,0.71
IDN,2019,hdi,0.716
IDN,2020,hdi,0.709
IND,2010,hdi,0.575
IND,2011,hdi,0.588
IND,2012,hdi,0.598
IND,2013,hdi,0.607
IND,2014,hdi,0.619
IND,2015,hdi,0.629
IND,2016,hdi,0.639
IND,2017,hdi,0.644
IND,2018,hdi,0.645
IND,2019,hdi,0.645
IND,2010,hdi,0.575
IND,2011,hdi,0.588
IND,2012,hdi,0.598
IND,2013,hdi,0.607
IND,2014,hdi,0.619
IND,2015,hdi,0.629
IND,2016,hdi,0.639
IND,2017,hdi,0.644
IND,2018,hdi,0.645
IND,2019,hdi,0.645
IND,2020,hdi,0.642
IRL,2010,hdi,0.904
IRL,2011,hdi,0.902
IRL,2012,hdi,0.903
IRL,2013,hdi,0.908
IRL,2014,hdi,0.914
IRL,2015,hdi,0.925
IRL,2016,hdi,0.929
IRL,2017,hdi,0.934
IRL,2018,hdi,0.937
IRL,2019,hdi,0.942
IRL,2010,hdi,0.904
IRL,2011,hdi,0.902
IRL,2012,hdi,0.903
IRL,2013,hdi,0.908
IRL,2014,hdi,0.914
IRL,2015,hdi,0.925
IRL,2016,hdi,0.929
IRL,2017,hdi,0.934
IRL,2018,hdi,0.937
IRL,2019,hdi,0.942
IRL,2020,hdi,0.943
IRN,2010,hdi,0.745
IRN,2011,hdi,0.754
IRN,2012,hdi,0.768
IRN,2013,hdi,0.769
IRN,2014,hdi,0.773
IRN,2015,hdi,0.776
IRN,2016,hdi,0.786
IRN,2017,hdi,0.789
IRN,2018,hdi,0.787
IRN,2019,hdi,0.783
IRN,2010,hdi,0.745
IRN,2011,hdi,0.754
IRN,2012,hdi,0.768
IRN,2013,hdi,0.769
IRN,2014,hdi,0.773
IRN,2015,hdi,0.776
IRN,2016,hdi,0.786
IRN,2017,hdi,0.789
IRN,2018,hdi,0.787
IRN,2019,hdi,0.783
IRN,2020,hdi,0.777
IRQ,2010,hdi,0.64
IRQ,2011,hdi,0.649
IRQ,2012,hdi,0.66
IRQ,2013,hdi,0.667
IRQ,2014,hdi,0.67
IRQ,2015,hdi,0.675
IRQ,2016,hdi,0.679
IRQ,2017,hdi,0.685
IRQ,2018,hdi,0.692
IRQ,2019,hdi,0.696
IRQ,2010,hdi,0.64
IRQ,2011,hdi,0.649
IRQ,2012,hdi,0.66
IRQ,2013,hdi,0.667
IRQ,2014,hdi,0.67
IRQ,2015,hdi,0.675
IRQ,2016,hdi,0.679
IRQ,2017,hdi,0.685
IRQ,2018,hdi,0.692
IRQ,2019,hdi,0.696
IRQ,2020,hdi,0.679
ISL,2010,hdi,0.902
ISL,2011,hdi,0.912
ISL,2012,hdi,0.921
ISL,2013,hdi,0.929
ISL,2014,hdi,0.938
ISL,2015,hdi,0.945
ISL,2016,hdi,0.948
ISL,2017,hdi,0.954
ISL,2018,hdi,0.959
ISL,2019,hdi,0.96
ISL,2010,hdi,0.902
ISL,2011,hdi,0.912
ISL,2012,hdi,0.921
ISL,2013,hdi,0.929
ISL,2014,hdi,0.938
ISL,2015,hdi,0.945
ISL,2016,hdi,0.948
ISL,2017,hdi,0.954
ISL,2018,hdi,0.959
ISL,2019,hdi,0.96
ISL,2020,hdi,0.957
ISR,2010,hdi,0.894
ISR,2011,hdi,0.897
ISR,2012,hdi,0.898
ISR,2013,hdi,0.904
ISR,2014,hdi,0.908
ISR,2015,hdi,0.909
ISR,2016,hdi,0.913
ISR,2017,hdi,0.917
ISR,2018,hdi,0.919
ISR,2019,hdi,0.921
ISR,2010,hdi,0.894
ISR,2011,hdi,0.897
ISR,2012,hdi,0.898
ISR,2013,hdi,0.904
ISR,2014,hdi,0.908
ISR,2015,hdi,0.909
ISR,2016,hdi,0.913
ISR,2017,hdi,0.917
ISR,2018,hdi,0.919
ISR,2019,hdi,0.921
ISR,2020,hdi,0.917
ITA,2010,hdi,0.882
ITA,2011,hdi,0.885
ITA,2012,hdi,0.883
ITA,2013,hdi,0.882
ITA,2014,hdi,0.883
ITA,2015,hdi,0.882
ITA,2016,hdi,0.887
ITA,2017,hdi,0.888
ITA,2018,hdi,0.893
ITA,2019,hdi,0.897
ITA,2010,hdi,0.882
ITA,2011,hdi,0.885
ITA,2012,hdi,0.883
ITA,2013,hdi,0.882
ITA,2014,hdi,0.883
ITA,2015,hdi,0.882
ITA,2016,hdi,0.887
ITA,2017,hdi,0.888
ITA,2018,hdi,0.893
ITA,2019,hdi,0.897
ITA,2020,hdi,0.889
JAM,2010,hdi,0.704
JAM,2011,hdi,0.709
JAM,2012,hdi,0.713
JAM,2013,hdi,0.714
JAM,2014,hdi,0.714
JAM,2015,hdi,0.713
JAM,2016,hdi,0.712
JAM,2017,hdi,0.715
JAM,2018,hdi,0.716
JAM,2019,hdi,0.719
JAM,2010,hdi,0.704
JAM,2011,hdi,0.709
JAM,2012,hdi,0.713
JAM,2013,hdi,0.714
JAM,2014,hdi,0.714
JAM,2015,hdi,0.713
JAM,2016,hdi,0.712
JAM,2017,hdi,0.715
JAM,2018,hdi,0.716
JAM,2019,hdi,0.719
JAM,2020,hdi,0.713
JOR,2010,hdi,0.725
JOR,2011,hdi,0.721
JOR,2012,hdi,0.721
JOR,2013,hdi,0.719
JOR,2014,hdi,0.719
JOR,2015,hdi,0.718
JOR,2016,hdi,0.718
JOR,2017,hdi,0.718
JOR,2018,hdi,0.723
JOR,2019,hdi,0.727
JOR,2010,hdi,0.725
JOR,2011,hdi,0.721
JOR,2012,hdi,0.721
JOR,2013,hdi,0.719
JOR,2014,hdi,0.719
JOR,2015,hdi,0.718
JOR,2016,hdi,0.718
JOR,2017,hdi,0.718
JOR,2018,hdi,0.723
JOR,2019,hdi,0.727
JOR,2020,hdi,0.723
JPN,2010,hdi,0.898
JPN,2011,hdi,0.899
JPN,2012,hdi,0.905
JPN,2013,hdi,0.91
JPN,2014,hdi,0.914
JPN,2015,hdi,0.918
JPN,2016,hdi,0.921
JPN,2017,hdi,0.922
JPN,2018,hdi,0.923
JPN,2019,hdi,0.924
JPN,2010,hdi,0.898
JPN,2011,hdi,0.899
JPN,2012,hdi,0.905
JPN,2013,hdi,0.91
JPN,2014,hdi,0.914
JPN,2015,hdi,0.918
JPN,2016,hdi,0.921
JPN,2017,hdi,0.922
JPN,2018,hdi,0.923
JPN,2019,hdi,0.924
JPN,2020,hdi,0.923
KAZ,2010,hdi,0.767
KAZ,2011,hdi,0.775
KAZ,2012,hdi,0.783
KAZ,2013,hdi,0.792
KAZ,2014,hdi,0.799
KAZ,2015,hdi,0.805
KAZ,2016,hdi,0.805
KAZ,2017,hdi,0.811
KAZ,2018,hdi,0.814
KAZ,2019,hdi,0.819
KAZ,2010,hdi,0.767
KAZ,2011,hdi,0.775
KAZ,2012,hdi,0.783
KAZ,2013,hdi,0.792
KAZ,2014,hdi,0.799
KAZ,2015,hdi,0.805
KAZ,2016,hdi,0.805
KAZ,2017,hdi,0.811
KAZ,2018,hdi,0.814
KAZ,2019,hdi,0.819
KAZ,2020,hdi,0.814
KEN,2010,hdi,0.545
KEN,2011,hdi,0.55
KEN,2012,hdi,0.552
KEN,2013,hdi,0.554
KEN,2014,hdi,0.558
KEN,2015,hdi,0.561
KEN,2016,hdi,0.569
KEN,2017,hdi,0.572
KEN,2018,hdi,0.577
KEN,2019,hdi,0.581
KEN,2010,hdi,0.545
KEN,2011,hdi,0.55
KEN,2012,hdi,0.552
KEN,2013,hdi,0.554
KEN,2014,hdi,0.558
KEN,2015,hdi,0.561
KEN,2016,hdi,0.569
KEN,2017,hdi,0.572
KEN,2018,hdi,0.577
KEN,2019,hdi,0.581
KEN,2020,hdi,0.578
KGZ,2010,hdi,0.664
KGZ,2011,hdi,0.665
KGZ,2012,hdi,0.675
KGZ,2013,hdi,0.682
KGZ,2014,hdi,0.688
KGZ,2015,hdi,0.69
KGZ,2016,hdi,0.693
KGZ,2017,hdi,0.696
KGZ,2018,hdi,0.698
