country,year,feature,value
KGZ,2019,hdi,0.698
KGZ,2010,hdi,0.664
KGZ,2011,hdi,0.665
KGZ,2012,hdi,0.675
KGZ,2013,hdi,0.682
KGZ,2014,hdi,0.688
KGZ,2015,hdi,0.69
KGZ,2016,hdi,0.693
KGZ,2017,hdi,0.696
KGZ,2018,hdi,0.698
KGZ,2019,hdi,0.698
KGZ,2020,hdi,0.689
KHM,2010,hdi,0.54
KHM,2011,hdi,0.548
KHM,2012,hdi,0.555
KHM,2013,hdi,0.562
KHM,2014,hdi,0.569
KHM,2015,hdi,0.574
KHM,2016,hdi,0.581
KHM,2017,hdi,0.586
KHM,2018,hdi,0.591
KHM,2019,hdi,0.598
KHM,2010,hdi,0.54
KHM,2011,hdi,0.548
KHM,2012,hdi,0.555
KHM,2013,hdi,0.562
KHM,2014,hdi,0.569
KHM,2015,hdi,0.574
KHM,2016,hdi,0.581
KHM,2017,hdi,0.586
KHM,2018,hdi,0.591
KHM,2019,hdi,0.598
KHM,2020,hdi,0.596
KIR,2010,hdi,0.589
KIR,2011,hdi,0.587
KIR,2012,hdi,0.594
KIR,2013,hdi,0.602
KIR,2014,hdi,0.61
KIR,2015,hdi,0.622
KIR,2016,hdi,0.617
KIR,2017,hdi,0.621
KIR,2018,hdi,0.622
KIR,2019,hdi,0.63
KIR,2010,hdi,0.589
KIR,2011,hdi,0.587
KIR,2012,hdi,0.594
KIR,2013,hdi,0.602
KIR,2014,hdi,0.61
KIR,2015,hdi,0.622
KIR,2016,hdi,0.617
KIR,2017,hdi,0.621
KIR,2018,hdi,0.622
KIR,2019,hdi,0.63
KIR,2020,hdi,0.623
KNA,2010,hdi,0.759
KNA,2011,hdi,0.764
KNA,2012,hdi,0.766
KNA,2013,hdi,0.77
KNA,2014,hdi,0.772
KNA,2015,hdi,0.772
KNA,2016,hdi,0.779
KNA,2017,hdi,0.778
KNA,2018,hdi,0.779
KNA,2019,hdi,0.783
KNA,2010,hdi,0.759
KNA,2011,hdi,0.764
KNA,2012,hdi,0.766
KNA,2013,hdi,0.77
KNA,2014,hdi,0.772
KNA,2015,hdi,0.772
KNA,2016,hdi,0.779
KNA,2017,hdi,0.778
KNA,2018,hdi,0.779
KNA,2019,hdi,0.783
KNA,2020,hdi,0.779
KOR,2010,hdi,0.89
KOR,2011,hdi,0.896
KOR,2012,hdi,0.897
KOR,2013,hdi,0.901
KOR,2014,hdi,0.906
KOR,2015,hdi,0.909
KOR,2016,hdi,0.912
KOR,2017,hdi,0.916
KOR,2018,hdi,0.919
KOR,2019,hdi,0.923
KOR,2010,hdi,0.89
KOR,2011,hdi,0.896
KOR,2012,hdi,0.897
KOR,2013,hdi,0.901
KOR,2014,hdi,0.906
KOR,2015,hdi,0.909
KOR,2016,hdi,0.912
KOR,2017,hdi,0.916
KOR,2018,hdi,0.919
KOR,2019,hdi,0.923
KOR,2020,hdi,0.922
KWT,2010,hdi,0.813
KWT,2011,hdi,0.82
KWT,2012,hdi,0.826
KWT,2013,hdi,0.819
KWT,2014,hdi,0.823
KWT,2015,hdi,0.83
KWT,2016,hdi,0.833
KWT,2017,hdi,0.835
KWT,2018,hdi,0.836
KWT,2019,hdi,0.839
KWT,2010,hdi,0.813
KWT,2011,hdi,0.82
KWT,2012,hdi,0.826
KWT,2013,hdi,0.819
KWT,2014,hdi,0.823
KWT,2015,hdi,0.83
KWT,2016,hdi,0.833
KWT,2017,hdi,0.835
KWT,2018,hdi,0.836
KWT,2019,hdi,0.839
KWT,2020,hdi,0.822
LAO,2010,hdi,0.551
LAO,2011,hdi,0.563
LAO,2012,hdi,0.572
LAO,2013,hdi,0.582
LAO,2014,hdi,0.592
LAO,2015,hdi,0.599
LAO,2016,hdi,0.604
LAO,2017,hdi,0.607
LAO,2018,hdi,0.607
LAO,2019,hdi,0.61
LAO,2010,hdi,0.551
LAO,2011,hdi,0.563
LAO,2012,hdi,0.572
LAO,2013,hdi,0.582
LAO,2014,hdi,0.592
LAO,2015,hdi,0.599
LAO,2016,hdi,0.604
LAO,2017,hdi,0.607
LAO,2018,hdi,0.607
LAO,2019,hdi,0.61
LAO,2020,hdi,0.608
LBN,2010,hdi,0.77
LBN,2011,hdi,0.771
LBN,2012,hdi,0.762
LBN,2013,hdi,0.759
LBN,2014,hdi,0.75
LBN,2015,hdi,0.746
LBN,2016,hdi,0.743
LBN,2017,hdi,0.75
LBN,2018,hdi,0.75
LBN,2019,hdi,0.745
LBN,2010,hdi,0.77
LBN,2011,hdi,0.771
LBN,2012,hdi,0.762
LBN,2013,hdi,0.759
LBN,2014,hdi,0.75
LBN,2015,hdi,0.746
LBN,2016,hdi,0.743
LBN,2017,hdi,0.75
LBN,2018,hdi,0.75
LBN,2019,hdi,0.745
LBN,2020,hdi,0.726
LBR,2010,hdi,0.46
LBR,2011,hdi,0.464
LBR,2012,hdi,0.47
LBR,2013,hdi,0.475
LBR,2014,hdi,0.472
LBR,2015,hdi,0.473
LBR,2016,hdi,0.478
LBR,2017,hdi,0.481
LBR,2018,hdi,0.483
LBR,2019,hdi,0.484
LBR,2010,hdi,0.46
LBR,2011,hdi,0.464
LBR,2012,hdi,0.47
LBR,2013,hdi,0.475
LBR,2014,hdi,0.472
LBR,2015,hdi,0.473
LBR,2016,hdi,0.478
LBR,2017,hdi,0.481
LBR,2018,hdi,0.483
LBR,2019,hdi,0.484
LBR,2020,hdi,0.48
LBY,2010,hdi,0.739
LBY,2011,hdi,0.69
LBY,2012,hdi,0.726
LBY,2013,hdi,0.716
LBY,2014,hdi,0.699
LBY,2015,hdi,0.699
LBY,2016,hdi,0.696
LBY,2017,hdi,0.714
LBY,2018,hdi,0.722
LBY,2019,hdi,0.722
LBY,2010,hdi,0.739
LBY,2011,hdi,0.69
LBY,2012,hdi,0.726
LBY,2013,hdi,0.716
LBY,2014,hdi,0.699
LBY,2015,hdi,0.699
LBY,2016,hdi,0.696
LBY,2017,hdi,0.714
LBY,2018,hdi,0.722
LBY,2019,hdi,0.722
LBY,2020,hdi,0.703
LCA,2010,hdi,0.728
LCA,2011,hdi,0.734
LCA,2012,hdi,0.734
LCA,2013,hdi,0.734
LCA,2014,hdi,0.735
LCA,2015,hdi,0.737
LCA,2016,hdi,0.744
LCA,2017,hdi,0.744
LCA,2018,hdi,0.746
LCA,2019,hdi,0.735
LCA,2010,hdi,0.728
LCA,2011,hdi,0.734
LCA,2012,hdi,0.734
LCA,2013,hdi,0.734
LCA,2014,hdi,0.735
LCA,2015,hdi,0.737
LCA,2016,hdi,0.744
LCA,2017,hdi,0.744
LCA,2018,hdi,0.746
LCA,2019,hdi,0.735
LCA,2020,hdi,0.723
LIE,2010,hdi,0.913
LIE,2011,hdi,0.918
LIE,2012,hdi,0.923
LIE,2013,hdi,0.922
LIE,2014,hdi,0.92
LIE,2015,hdi,0.924
LIE,2016,hdi,0.923
LIE,2017,hdi,0.933
LIE,2018,hdi,0.928
LIE,2019,hdi,0.94
LIE,2010,hdi,0.913
LIE,2011,hdi,0.918
LIE,2012,hdi,0.923
LIE,2013,hdi,0.922
LIE,2014,hdi,0.92
LIE,2015,hdi,0.924
LIE,2016,hdi,0.923
LIE,2017,hdi,0.933
LIE,2018,hdi,0.928
LIE,2019,hdi,0.94
LIE,2020,hdi,0.933
LKA,2010,hdi,0.737
LKA,2011,hdi,0.744
LKA,2012,hdi,0.751
LKA,2013,hdi,0.756
LKA,2014,hdi,0.76
LKA,2015,hdi,0.764
LKA,2016,hdi,0.767
LKA,2017,hdi,0.771
LKA,2018,hdi,0.776
LKA,2019,hdi,0.778
LKA,2010,hdi,0.737
LKA,2011,hdi,0.744
LKA,2012,hdi,0.751
LKA,2013,hdi,0.756
LKA,2014,hdi,0.76
LKA,2015,hdi,0.764
LKA,2016,hdi,0.767
LKA,2017,hdi,0.771
LKA,2018,hdi,0.776
LKA,2019,hdi,0.778
LKA,2020,hdi,0.78
LSO,2010,hdi,0.467
LSO,2011,hdi,0.475
LSO,2012,hdi,0.486
LSO,2013,hdi,0.49
LSO,2014,hdi,0.496
LSO,2015,hdi,0.503
LSO,2016,hdi,0.514
LSO,2017,hdi,0.518
LSO,2018,hdi,0.522
LSO,2019,hdi,0.524
LSO,2010,hdi,0.467
LSO,2011,hdi,0.475
LSO,2012,hdi,0.486
LSO,2013,hdi,0.49
LSO,2014,hdi,0.496
LSO,2015,hdi,0.503
LSO,2016,hdi,0.514
LSO,2017,hdi,0.518
LSO,2018,hdi,0.522
LSO,2019,hdi,0.524
LSO,2020,hdi,0.521
LTU,2010,hdi,0.842
LTU,2011,hdi,0.849
LTU,2012,hdi,0.851
LTU,2013,hdi,0.854
LTU,2014,hdi,0.861
LTU,2015,hdi,0.862
LTU,2016,hdi,0.868
LTU,2017,hdi,0.876
LTU,2018,hdi,0.88
LTU,2019,hdi,0.884
LTU,2010,hdi,0.842
LTU,2011,hdi,0.849
LTU,2012,hdi,0.851
LTU,2013,hdi,0.854
LTU,2014,hdi,0.861
LTU,2015,hdi,0.862
LTU,2016,hdi,0.868
LTU,2017,hdi,0.876
LTU,2018,hdi,0.88
LTU,2019,hdi,0.884
LTU,2020,hdi,0.879
LUX,2010,hdi,0.912
LUX,2011,hdi,0.913
LUX,2012,hdi,0.916
LUX,2013,hdi,0.921
LUX,2014,hdi,0.926
LUX,2015,hdi,0.915
LUX,2016,hdi,0.923
LUX,2017,hdi,0.919
LUX,2018,hdi,0.922
LUX,2019,hdi,0.927
LUX,2010,hdi,0.912
LUX,2011,hdi,0.913
LUX,2012,hdi,0.916
LUX,2013,hdi,0.921
LUX,2014,hdi,0.926
LUX,2015,hdi,0.915
LUX,2016,hdi,0.923
LUX,2017,hdi,0.919
LUX,2018,hdi,0.922
LUX,2019,hdi,0.927
LUX,2020,hdi,0.924
LVA,2010,hdi,0.824
LVA,2011,hdi,0.831
LVA,2012,hdi,0.833
LVA,2013,hdi,0.843
LVA,2014,hdi,0.846
LVA,2015,hdi,0.85
LVA,2016,hdi,0.855
LVA,2017,hdi,0.86
LVA,2018,hdi,0.866
LVA,2019,hdi,0.871
LVA,2010,hdi,0.824
LVA,2011,hdi,0.831
LVA,2012,hdi,0.833
LVA,2013,hdi,0.843
LVA,2014,hdi,0.846
LVA,2015,hdi,0.85
LVA,2016,hdi,0.855
LVA,2017,hdi,0.86
LVA,2018,hdi,0.866
LVA,2019,hdi,0.871
LVA,2020,hdi,0.871
MAR,2010,hdi,0.603
MAR,2011,hdi,0.614
MAR,2012,hdi,0.624
MAR,2013,hdi,0.635
MAR,2014,hdi,0.644
MAR,2015,hdi,0.654
MAR,2016,hdi,0.661
MAR,2017,hdi,0.67
MAR,2018,hdi,0.676
MAR,2019,hdi,0.682
MAR,2010,hdi,0.603
MAR,2011,hdi,0.614
MAR,2012,hdi,0.624
MAR,2013,hdi,0.635
MAR,2014,hdi,0.644
MAR,2015,hdi,0.654
MAR,2016,hdi,0.661
MAR,2017,hdi,0.67
MAR,2018,hdi,0.676
MAR,2019,hdi,0.682
MAR,2020,hdi,0.679
MDA,2010,hdi,0.73
MDA,2011,hdi,0.736
MDA,2012,hdi,0.741
MDA,2013,hdi,0.746
MDA,2014,hdi,0.75
MDA,2015,hdi,0.749
MDA,2016,hdi,0.756
MDA,2017,hdi,0.765
MDA,2018,hdi,0.768
MDA,2019,hdi,0.774
MDA,2010,hdi,0.73
MDA,2011,hdi,0.736
MDA,2012,hdi,0.741
MDA,2013,hdi,0.746
MDA,2014,hdi,0.75
MDA,2015,hdi,0.749
MDA,2016,hdi,0.756
MDA,2017,hdi,0.765
MDA,2018,hdi,0.768
MDA,2019,hdi,0.774
MDA,2020,hdi,0.766
MDG,2010,hdi,0.492
MDG,2011,hdi,0.494
MDG,2012,hdi,0.496
MDG,2013,hdi,0.499
MDG,2014,hdi,0.502
MDG,2015,hdi,0.504
MDG,2016,hdi,0.505
MDG,2017,hdi,0.507
MDG,2018,hdi,0.507
MDG,2019,hdi,0.51
MDG,2010,hdi,0.492
MDG,2011,hdi,0.494
MDG,2012,hdi,0.496
MDG,2013,hdi,0.499
MDG,2014,hdi,0.502
MDG,2015,hdi,0.504
MDG,2016,hdi,0.505
MDG,2017,hdi,0.507
MDG,2018,hdi,0.507
MDG,2019,hdi,0.51
MDG,2020,hdi,0.501
MDV,2010,hdi,0.688
MDV,2011,hdi,0.7
MDV,2012,hdi,0.709
MDV,2013,hdi,0.718
MDV,2014,hdi,0.728
MDV,2015,hdi,0.736
MDV,2016,hdi,0.741
MDV,2017,hdi,0.746
MDV,2018,hdi,0.75
MDV,2019,hdi,0.755
MDV,2010,hdi,0.688
MDV,2011,hdi,0.7
MDV,2012,hdi,0.709
MDV,2013,hdi,0.718
MDV,2014,hdi,0.728
MDV,2015,hdi,0.736
MDV,2016,hdi,0.741
MDV,2017,hdi,0.746
MDV,2018,hdi,0.75
MDV,2019,hdi,0.755
MDV,2020,hdi,0.734
MEX,2010,hdi,0.746
MEX,2011,hdi,0.752
MEX,2012,hdi,0.76
MEX,2013,hdi,0.76
MEX,2014,hdi,0.764
MEX,2015,hdi,0.768
MEX,2016,hdi,0.772
MEX,2017,hdi,0.775
MEX,2018,hdi,0.777
MEX,2019,hdi,0.779
MEX,2010,hdi,0.746
MEX,2011,hdi,0.752
MEX,2012,hdi,0.76
MEX,2013,hdi,0.76
MEX,2014,hdi,0.764
MEX,2015,hdi,0.768
MEX,2016,hdi,0.772
MEX,2017,hdi,0.775
MEX,2018,hdi,0.777
MEX,2019,hdi,0.779
MEX,2020,hdi,0.756
MHL,2011,hdi,0.633
MHL,2012,hdi,0.628
MHL,2013,hdi,0.632
MHL,2014,hdi,0.633
MHL,2015,hdi,0.638
MHL,2016,hdi,0.637
MHL,2017,hdi,0.638
MHL,2018,hdi,0.639
MHL,2019,hdi,0.64
MHL,2011,hdi,0.633
MHL,2012,hdi,0.628
MHL,2013,hdi,0.632
MHL,2014,hdi,0.633
MHL,2015,hdi,0.638
MHL,2016,hdi,0.637
MHL,2017,hdi,0.638
MHL,2018,hdi,0.639
MHL,2019,hdi,0.64
MHL,2020,hdi,0.639
MKD,2010,hdi,0.738
MKD,2011,hdi,0.741
MKD,2012,hdi,0.743
MKD,2013,hdi,0.75
MKD,2014,hdi,0.755
MKD,2015,hdi,0.762
MKD,2016,hdi,0.767
MKD,2017,hdi,0.773
MKD,2018,hdi,0.779
MKD,2019,hdi,0.784
MKD,2010,hdi,0.738
MKD,2011,hdi,0.741
MKD,2012,hdi,0.743
MKD,2013,hdi,0.75
MKD,2014,hdi,0.755
MKD,2015,hdi,0.762
MKD,2016,hdi,0.767
MKD,2017,hdi,0.773
MKD,2018,hdi,0.779
MKD,2019,hdi,0.784
MKD,2020,hdi,0.774
MLI,2010,hdi,0.404
MLI,2011,hdi,0.409
MLI,2012,hdi,0.407
MLI,2013,hdi,0.407
MLI,2014,hdi,0.415
MLI,2015,hdi,0.416
MLI,2016,hdi,0.421
MLI,2017,hdi,0.426
MLI,2018,hdi,0.43
MLI,2019,hdi,0.433
MLI,2010,hdi,0.404
MLI,2011,hdi,0.409
MLI,2012,hdi,0.407
MLI,2013,hdi,0.407
MLI,2014,hdi,0.415
MLI,2015,hdi,0.416
MLI,2016,hdi,0.421
MLI,2017,hdi,0.426
MLI,2018,hdi,0.43
MLI,2019,hdi,0.433
MLI,2020,hdi,0.427
MLT,2010,hdi,0.861
MLT,2011,hdi,0.857
MLT,2012,hdi,0.864
MLT,2013,hdi,0.872
MLT,2014,hdi,0.881
MLT,2015,hdi,0.889
MLT,2016,hdi,0.891
MLT,2017,hdi,0.901
MLT,2018,hdi,0.91
MLT,2019,hdi,0.915
MLT,2010,hdi,0.861
MLT,2011,hdi,0.857
MLT,2012,hdi,0.864
MLT,2013,hdi,0.872
MLT,2014,hdi,0.881
MLT,2015,hdi,0.889
MLT,2016,hdi,0.891
MLT,2017,hdi,0.901
MLT,2018,hdi,0.91
MLT,2019,hdi,0.915
MLT,2020,hdi,0.911
MMR,2010,hdi,0.51
MMR,2011,hdi,0.521
MMR,2012,hdi,0.531
MMR,2013,hdi,0.543
MMR,2014,hdi,0.553
MMR,2015,hdi,0.562
MMR,2016,hdi,0.572
MMR,2017,hdi,0.58
MMR,2018,hdi,0.59
MMR,2019,hdi,0.598
MMR,2010,hdi,0.51
MMR,2011,hdi,0.521
MMR,2012,hdi,0.531
MMR,2013,hdi,0.543
MMR,2014,hdi,0.553
MMR,2015,hdi,0.562
MMR,2016,hdi,0.572
MMR,2017,hdi,0.58
MMR,2018,hdi,0.59
MMR,2019,hdi,0.598
MMR,2020,hdi,0.6
MNE,2010,hdi,0.808
MNE,2011,hdi,0.811
MNE,2012,hdi,0.812
MNE,2013,hdi,0.817
MNE,2014,hdi,0.819
MNE,2015,hdi,0.822
MNE,2016,hdi,0.824
MNE,2017,hdi,0.83
MNE,2018,hdi,0.834
MNE,2019,hdi,0.837
MNE,2010,hdi,0.808
MNE,2011,hdi,0.811
MNE,2012,hdi,0.812
MNE,2013,hdi,0.817
MNE,2014,hdi,0.819
MNE,2015,hdi,0.822
MNE,2016,hdi,0.824
MNE,2017,hdi,0.83
MNE,2018,hdi,0.834
MNE,2019,hdi,0.837
MNE,2020,hdi,0.826
MNG,2010,hdi,0.701
MNG,2011,hdi,0.709
MNG,2012,hdi,0.718
MNG,2013,hdi,0.726
MNG,2014,hdi,0.729
MNG,2015,hdi,0.732
MNG,2016,hdi,0.733
MNG,2017,hdi,0.732
MNG,2018,hdi,0.743
MNG,2019,hdi,0.746
MNG,2010,hdi,0.701
MNG,2011,hdi,0.709
MNG,2012,hdi,0.718
MNG,2013,hdi,0.726
MNG,2014,hdi,0.729
MNG,2015,hdi,0.732
MNG,2016,hdi,0.733
MNG,2017,hdi,0.732
MNG,2018,hdi,0.743
MNG,2019,hdi,0.746
MNG,2020,hdi,0.745
MOZ,2010,hdi,0.402
MOZ,2011,hdi,0.407
MOZ,2012,hdi,0.413
MOZ,2013,hdi,0.427
MOZ,2014,hdi,0.433
MOZ,2015,hdi,0.44
MOZ,2016,hdi,0.443
MOZ,2017,hdi,0.445
MOZ,2018,hdi,0.451
MOZ,2019,hdi,0.456
MOZ,2010,hdi,0.402
MOZ,2011,hdi,0.407
MOZ,2012,hdi,0.413
MOZ,2013,hdi,0.427
MOZ,2014,hdi,0.433
MOZ,2015,hdi,0.44
MOZ,2016,hdi,0.443
MOZ,2017,hdi,0.445
MOZ,2018,hdi,0.451
MOZ,2019,hdi,0.456
MOZ,2020,hdi,0.453
MRT,2010,hdi,0.51
MRT,2011,hdi,0.515
MRT,2012,hdi,0.523
MRT,2013,hdi,0.531
MRT,2014,hdi,0.537
MRT,2015,hdi,0.544
MRT,2016,hdi,0.541
MRT,2017,hdi,0.545
MRT,2018,hdi,0.556
MRT,2019,hdi,0.563
MRT,2010,hdi,0.51
MRT,2011,hdi,0.515
MRT,2012,hdi,0.523
MRT,2013,hdi,0.531
MRT,2014,hdi,0.537
MRT,2015,hdi,0.544
MRT,2016,hdi,0.541
MRT,2017,hdi,0.545
MRT,2018,hdi,0.556
MRT,2019,hdi,0.563
MRT,2020,hdi,0.556
MUS,2010,hdi,0.755
MUS,2011,hdi,0.762
MUS,2012,hdi,0.775
MUS,2013,hdi,0.782
MUS,2014,hdi,0.793
MUS,2015,hdi,0.795
MUS,2016,hdi,0.801
MUS,2017,hdi,0.805
MUS,2018,hdi,0.811
MUS,2019,hdi,0.817
MUS,2010,hdi,0.755
MUS,2011,hdi,0.762
MUS,2012,hdi,0.775
MUS,2013,hdi,0.782
MUS,2014,hdi,0.793
MUS,2015,hdi,0.795
MUS,2016,hdi,0.801
MUS,2017,hdi,0.805
MUS,2018,hdi,0.811
MUS,2019,hdi,0.817
MUS,2020,hdi,0.804
MWI,2010,hdi,0.456
MWI,2011,hdi,0.463
MWI,2012,hdi,0.47
MWI,2013,hdi,0.478
MWI,2014,hdi,0.487
MWI,2015,hdi,0.491
MWI,2016,hdi,0.498
MWI,2017,hdi,0.505
MWI,2018,hdi,0.51
MWI,2019,hdi,0.519
MWI,2010,hdi,0.456
MWI,2011,hdi,0.463
MWI,2012,hdi,0.47
MWI,2013,hdi,0.478
MWI,2014,hdi,0.487
MWI,2015,hdi,0.491
MWI,2016,hdi,0.498
MWI,2017,hdi,0.505
MWI,2018,hdi,0.51
MWI,2019,hdi,0.519
MWI,2020,hdi,0.516
MYS,2010,hdi,0.769
MYS,2011,hdi,0.773
MYS,2012,hdi,0.78
MYS,2013,hdi,0.785
MYS,2014,hdi,0.792
MYS,2015,hdi,0.797
MYS,2016,hdi,0.803
MYS,2017,hdi,0.805
MYS,2018,hdi,0.807
MYS,2019,hdi,0.81
MYS,2010,hdi,0.769
MYS,2011,hdi,0.773
MYS,2012,hdi,0.78
MYS,2013,hdi,0.785
MYS,2014,hdi,0.792
MYS,2015,hdi,0.797
MYS,2016,hdi,0.803
MYS,2017,hdi,0.805
MYS,2018,hdi,0.807
MYS,2019,hdi,0.81
MYS,2020,hdi,0.806
NAM,2010,hdi,0.585
NAM,2011,hdi,0.592
NAM,2012,hdi,0.601
NAM,2013,hdi,0.611
NAM,2014,hdi,0.621
NAM,2015,hdi,0.628
NAM,2016,hdi,0.632
NAM,2017,hdi,0.635
NAM,2018,hdi,0.636
NAM,2019,hdi,0.639
NAM,2010,hdi,0.585
NAM,2011,hdi,0.592
NAM,2012,hdi,0.601
NAM,2013,hdi,0.611
NAM,2014,hdi,0.621
NAM,2015,hdi,0.628
NAM,2016,hdi,0.632
NAM,2017,hdi,0.635
NAM,2018,hdi,0.636
NAM,2019,hdi,0.639
NAM,2020,hdi,0.633
NER,2010,hdi,0.338
NER,2011,hdi,0.346
NER,2012,hdi,0.354
NER,2013,hdi,0.362
NER,2014,hdi,0.37
NER,2015,hdi,0.376
NER,2016,hdi,0.383
NER,2017,hdi,0.39
NER,2018,hdi,0.399
NER,2019,hdi,0.406
NER,2010,hdi,0.338
NER,2011,hdi,0.346
NER,2012,hdi,0.354
NER,2013,hdi,0.362
NER,2014,hdi,0.37
NER,2015,hdi,0.376
NER,2016,hdi,0.383
NER,2017,hdi,0.39
NER,2018,hdi,0.399
NER,2019,hdi,0.406
NER,2020,hdi,0.401
NGA,2010,hdi,0.482
NGA,2011,hdi,0.492
NGA,2012,hdi,0.499
NGA,2013,hdi,0.506
NGA,2014,hdi,0.512
NGA,2015,hdi,0.516
NGA,2016,hdi,0.521
NGA,2017,hdi,0.526
NGA,2018,hdi,0.531
NGA,2019,hdi,0.538
NGA,2010,hdi,0.482
NGA,2011,hdi,0.492
NGA,2012,hdi,0.499
NGA,2013,hdi,0.506
NGA,2014,hdi,0.512
NGA,2015,hdi,0.516
NGA,2016,hdi,0.521
NGA,2017,hdi,0.526
NGA,2018,hdi,0.531
NGA,2019,hdi,0.538
NGA,2020,hdi,0.535
NIC,2010,hdi,0.614
NIC,2011,hdi,0.622
NIC,2012,hdi,0.629
NIC,2013,hdi,0.634
NIC,2014,hdi,0.641
NIC,2015,hdi,0.647
NIC,2016,hdi,0.653
NIC,2017,hdi,0.659
NIC,2018,hdi,0.662
NIC,2019,hdi,0.664
NIC,2010,hdi,0.614
NIC,2011,hdi,0.622
NIC,2012,hdi,0.629
NIC,2013,hdi,0.634
NIC,2014,hdi,0.641
NIC,2015,hdi,0.647
NIC,2016,hdi,0.653
NIC,2017,hdi,0.659
NIC,2018,hdi,0.662
NIC,2019,hdi,0.664
NIC,2020,hdi,0.654
NLD,2010,hdi,0.917
NLD,2011,hdi,0.927
NLD,2012,hdi,0.927
NLD,2013,hdi,0.929
NLD,2014,hdi,0.931
NLD,2015,hdi,0.932
NLD,2016,hdi,0.933
NLD,2017,hdi,0.937
NLD,2018,hdi,0.939
NLD,2019,hdi,0.943
NLD,2010,hdi,0.917
NLD,2011,hdi,0.927
NLD,2012,hdi,0.927
NLD,2013,hdi,0.929
NLD,2014,hdi,0.931
NLD,2015,hdi,0.932
NLD,2016,hdi,0.933
NLD,2017,hdi,0.937
NLD,2018,hdi,0.939
NLD,2019,hdi,0.943
NLD,2020,hdi,0.939
NOR,2010,hdi,0.941
NOR,2011,hdi,0.944
NOR,2012,hdi,0.946
NOR,2013,hdi,0.949
NOR,2014,hdi,0.952
NOR,2015,hdi,0.953
NOR,2016,hdi,0.955
NOR,2017,hdi,0.959
NOR,2018,hdi,0.962
NOR,2019,hdi,0.961
NOR,2010,hdi,0.941
NOR,2011,hdi,0.944
NOR,2012,hdi,0.946
NOR,2013,hdi,0.949
NOR,2014,hdi,0.952
NOR,2015,hdi,0.953
NOR,2016,hdi,0.955
NOR,2017,hdi,0.959
NOR,2018,hdi,0.962
NOR,2019,hdi,0.961
NOR,2020,hdi,0.959
NPL,2010,hdi,0.543
NPL,2011,hdi,0.553
NPL,2012,hdi,0.561
NPL,2013,hdi,0.57
NPL,2014,hdi,0.576
NPL,2015,hdi,0.579
NPL,2016,hdi,0.586
NPL,2017,hdi,0.594
NPL,2018,hdi,0.601
NPL,2019,hdi,0.611
NPL,2010,hdi,0.543
NPL,2011,hdi,0.553
NPL,2012,hdi,0.561
NPL,2013,hdi,0.57
NPL,2014,hdi,0.576
NPL,2015,hdi,0.579
NPL,2016,hdi,0.586
NPL,2017,hdi,0.594
NPL,2018,hdi,0.601
NPL,2019,hdi,0.611
NPL,2020,hdi,0.604
NZL,2010,hdi,0.922
NZL,2011,hdi,0.922
NZL,2012,hdi,0.924
NZL,2013,hdi,0.929
NZL,2014,hdi,0.93
NZL,2015,hdi,0.931
NZL,2016,hdi,0.934
NZL,2017,hdi,0.935
NZL,2018,hdi,0.936
NZL,2019,hdi,0.937
NZL,2010,hdi,0.922
NZL,2011,hdi,0.922
NZL,2012,hdi,0.924
NZL,2013,hdi,0.929
NZL,2014,hdi,0.93
NZL,2015,hdi,0.931
NZL,2016,hdi,0.934
NZL,2017,hdi,0.935
NZL,2018,hdi,0.936
NZL,2019,hdi,0.937
NZL,2020,hdi,0.936
OMN,2010,hdi,0.788
OMN,2011,hdi,0.793
OMN,2012,hdi,0.802
OMN,2013,hdi,0.809
OMN,2014,hdi,0.814
OMN,2015,hdi,0.823
OMN,2016,hdi,0.833
OMN,2017,hdi,0.831
OMN,2018,hdi,0.834
OMN,2019,hdi,0.839
OMN,2010,hdi,0.788
OMN,2011,hdi,0.793
OMN,2012,hdi,0.802
OMN,2013,hdi,0.809
OMN,2014,hdi,0.814
OMN,2015,hdi,0.823
OMN,2016,hdi,0.833
OMN,2017,hdi,0.831
OMN,2018,hdi,0.834
OMN,2019,hdi,0.839
OMN,2020,hdi,0.827
PAK,2010,hdi,0.505
PAK,2011,hdi,0.508
PAK,2012,hdi,0.513
PAK,2013,hdi,0.518
PAK,2014,hdi,0.527
PAK,2015,hdi,0.534
PAK,2016,hdi,0.541
PAK,2017,hdi,0.543
PAK,2018,hdi,0.545
PAK,2019,hdi,0.546
PAK,2010,hdi,0.505
PAK,2011,hdi,0.508
PAK,2012,hdi,0.513
PAK,2013,hdi,0.518
PAK,2014,hdi,0.527
PAK,2015,hdi,0.534
PAK,2016,hdi,0.541
PAK,2017,hdi,0.543
PAK,2018,hdi,0.545
PAK,2019,hdi,0.546
PAK,2020,hdi,0.543
PAN,2010,hdi,0.773
PAN,2011,hdi,0.779
PAN,2012,hdi,0.785
PAN,2013,hdi,0.79
PAN,2014,hdi,0.794
PAN,2015,hdi,0.8
PAN,2016,hdi,0.805
PAN,2017,hdi,0.811
PAN,2018,hdi,0.814
PAN,2019,hdi,0.817
PAN,2010,hdi,0.773
PAN,2011,hdi,0.779
PAN,2012,hdi,0.785
PAN,2013,hdi,0.79
PAN,2014,hdi,0.794
PAN,2015,hdi,0.8
PAN,2016,hdi,0.805
PAN,2017,hdi,0.811
